index,feature,importance
101,Urea_sum,0.04788806390396261
53,Neutrófilos_sum,0.04229327224808343
29,Leucocitos_sum,0.04045854079125597
34,Leucocitos_iqr,0.04021464765409354
58,Neutrófilos_iqr,0.039919552938798585
125,Sodio_sum,0.03936095986670109
80,TTPa (s)_quartile1,0.038091860867837
0,Hemoglobina_min,0.03750576056763185
77,TTPa (s)_sum,0.037485504185881036
13,Plaquetas_max,0.037010046762944074
24,Leucocitos_min,0.036927105895973325
142,Potasio_iqr,0.0366284741396833
144,Calcio_min,0.0350664326339833
89,Glucosa_sum,0.034235029463542704
5,Hemoglobina_sum,0.03408252352279167
258,Albumina_initial,0.03396549459467915
8,Hemoglobina_quartile1,0.033895322148118
113,Creatinina_sum,0.03338987298673598
70,TP (s)_iqr,0.03321507382012115
137,Potasio_sum,0.03305891308168271
22,Plaquetas_iqr,0.032573580310638665
148,Calcio_std,0.03243399938811025
75,TTPa (s)_median,0.0324244922759887
115,Creatinina_kurtosis,0.03236188867908567
48,Neutrófilos_min,0.03233687639965297
64,TP (s)_std,0.03191638549612147
16,Plaquetas_std,0.031632888014587364
130,Sodio_iqr,0.02962743736131459
