feature,importance,C_value
VIRUS.1,1.0432244085101552,0.01
TNMCOD,0.09264015666915808,0.01
TNMIV,0.08853012525359644,0.01
Plaquetas_kurtosis,0.07553824385600517,0.01
Linfocitos_sum,0.06049151919013749,0.01
GPT_initial,0.059547107220469485,0.01
Linfocitos_min,0.05953784221440667,0.01
Adenocarcinoma,0.058243795851374215,0.01
Albumina_max,0.058135949177280655,0.01
Sexo,0.05370247977564227,0.01
Sodio_iqr,0.0529010919125993,0.01
Albumina_homogeneous,0.05242681584999933,0.01
GGT_sum,0.05033672840736673,0.01
missingindicator_Calcio_initial,0.05003103650347067,0.01
Fosfatasa Alcalina_median,0.049297901607466325,0.01
Neutrófilos_min,0.04805561666765662,0.01
Adenoescamoso,0.047338372727418455,0.01
Calcio_sum,0.04613183552614807,0.01
TEP,0.045332229791993965,0.01
GGT_std,0.04406363256262619,0.01
Sodio_initial,0.043970636703854746,0.01
CelPeq,0.04369629651431303,0.01
Sodio_min,0.04200453633686439,0.01
Glucosa_std,0.041688192212606646,0.01
LDH_iqr,0.041653525455713374,0.01
GGT_skewness,0.041592608010779235,0.01
Linea1Cisplatino,0.041543426791192585,0.01
Linea1Etoposido,0.04129139006713972,0.01
Hemoglobina_median,0.041117309447587534,0.01
Potasio_skewness,0.04105241424288308,0.01
Paclitaxel,0.04079262246506725,0.01
Glucosa_iqr,0.04048700520560899,0.01
Leucocitos_skewness,0.040032796345813124,0.01
Calcio_std,0.03973757870427697,0.01
Linfocitos_iqr,0.03922109335316044,0.01
NºLineas,0.03916627112586599,0.01
Bilirrubina total_kurtosis,0.038753204716684836,0.01
GGT_median,0.03858860628678907,0.01
GOT_std,0.03855083915853841,0.01
EnfNRL,0.038478397521714995,0.01
GOT_kurtosis,0.03782537998844033,0.01
Pemetrexed,0.03710975007687043,0.01
Carboplatino,0.03710975007687043,0.01
Etoposido,0.03640323668243232,0.01
Calcio_kurtosis,0.03594103683349367,0.01
Bilirrubina total_sum,0.03524825812147754,0.01
Linea1Gemcitabina,0.03503785601525218,0.01
TTPa (s)_sum,0.03489930151278348,0.01
Fosfatasa Alcalina_max,0.034693788093690246,0.01
Calcio_homogeneous,0.03463100891408633,0.01
Hemoglobina_min,0.03457327381959264,0.01
TTPa (s)_kurtosis,0.03416149676467393,0.01
Sodio_median,0.033793924494836244,0.01
Bilirrubina total_median,0.03368573317929025,0.01
Urea_min,0.03367823525083335,0.01
LDH_skewness,0.0335849366048971,0.01
NeoHEM,0.03346308816849124,0.01
missingindicator_Sodio_initial,0.03346215871211687,0.01
missingindicator_Potasio_initial,0.03346215871211687,0.01
GOT_min,0.033440426486706656,0.01
Hemoglobina_initial,0.032842855053328186,0.01
Urea_iqr,0.032074305903980936,0.01
Radioterapia,0.03181942158922285,0.01
Creatinina_min,0.031572702333788345,0.01
Hepatopatía,0.03143852258923057,0.01
Gemcitabina,0.03112783643415881,0.01
Sodio_sum,0.030861696895959474,0.01
FRA,0.03081103307197394,0.01
HistOtros,0.030627473370521893,0.01
CIsquémica,0.03055105182634375,0.01
Albumina_sum,0.03031018963888026,0.01
Linfocitos_quartile3,0.03028869619687504,0.01
Potasio_median,0.029875377540228305,0.01
Plaquetas_std,0.02971026647656064,0.01
Albumina_kurtosis,0.02969625435604506,0.01
Linfocitos_skewness,0.029613287846369653,0.01
EnfCerebroVascular,0.029501368175767536,0.01
missingindicator_GOT_initial,0.029189811435498068,0.01
OtrosFarmacos,0.028712142462907826,0.01
EPOCAsma,0.028075016028999904,0.01
GPT_median,0.0272842301390441,0.01
GOT_sum,0.026772781170386242,0.01
EnfDigest,0.026756320436156462,0.01
Neutrófilos_quartile1,0.026485221564112895,0.01
TP (s)_iqr,0.02625769271169947,0.01
Albumina_min,0.02599327038560958,0.01
ValvAórtica,0.025665662784643346,0.01
Fosfatasa Alcalina_initial,0.025517782437420665,0.01
Cardiopatía,0.025486426676377252,0.01
Leucocitos_median,0.025453956113300605,0.01
DM,0.025022778785076923,0.01
Creatinina_kurtosis,0.02487056745895385,0.01
missingindicator_Albumina_initial,0.024395062040141937,0.01
InjertoCV,0.024214891450634313,0.01
Linfocitos_median,0.023929757783383705,0.01
Plaquetas_quartile1,0.023861870240546656,0.01
Glucosa_quartile1,0.023775164083252837,0.01
Neutrófilos_quartile3,0.023439939016336127,0.01
ERC,0.023393589030156398,0.01
Neutrófilos_median,0.02336157082600951,0.01
Leucocitos_quartile3,0.023224517325072264,0.01
NºLineasIV,0.023198087656060244,0.01
Creatinina_initial,0.023170786481212357,0.01
Potasio_initial,0.023067561743052665,0.01
Fosfatasa Alcalina_skewness,0.022930987134187397,0.01
Neutrófilos_initial,0.022628348869402036,0.01
Creatinina_sum,0.022461518645397697,0.01
CADigestivo,0.022456804863187577,0.01
Creatinina_median,0.02245067839166014,0.01
TP (s)_std,0.022409498125534232,0.01
PrótesisArticular,0.02233516665693165,0.01
TTPa (s)_iqr,0.022231134877665024,0.01
Creatinina_std,0.022229972301698313,0.01
GPT_min,0.022061727274800144,0.01
Potasio_std,0.021833854891828895,0.01
CAORL,0.021833625193481167,0.01
GGT_max,0.021788771056597288,0.01
TP (s)_initial,0.02143058015798374,0.01
missingindicator_Creatinina_initial,0.02142433099370501,0.01
missingindicator_Glucosa_initial,0.02142408684728918,0.01
Irinotecan,0.021419549515843832,0.01
Potasio_quartile1,0.02117094112593203,0.01
Hemoglobina_iqr,0.02103204533197988,0.01
GOT_mean,0.020939811241451892,0.01
Plaquetas_initial,0.020355385830770213,0.01
LDH_min,0.02029012896522225,0.01
Sodio_quartile3,0.020234410536997732,0.01
PulmonarIntersticial,0.02007485182330319,0.01
Leucocitos_quartile1,0.02003611004617707,0.01
GPT_std,0.02003389794697497,0.01
GPT_skewness,0.019980598467456243,0.01
GPT_max,0.019564270573968843,0.01
Fosfatasa Alcalina_quartile1,0.019430408477950106,0.01
Nivolumab,0.018946744847296384,0.01
Urea_max,0.01872257493151791,0.01
Glucosa_kurtosis,0.018671721869473912,0.01
Alectinib,0.018652563273401788,0.01
Plaquetas_max,0.01846833380527214,0.01
missingindicator_Urea_initial,0.018288708210806956,0.01
missingindicator_TTPa (s)_initial,0.018266308789348495,0.01
Fosfatasa Alcalina_rms,0.018178672590707382,0.01
TTPa (s)_homogeneous,0.018137084681914686,0.01
GOT_quartile1,0.018060952552576955,0.01
Leucocitos_sum,0.017935912695751708,0.01
LDH_sum,0.017878511929082724,0.01
Leucocitos_iqr,0.017831842336190513,0.01
Sodio_skewness,0.017731647148641005,0.01
Calcio_min,0.01771395243097015,0.01
missingindicator_TP (s)_initial,0.017612835911482157,0.01
GOT_initial,0.01760649751832823,0.01
Urea_kurtosis,0.017591088361394565,0.01
Bevacizumab,0.017529446777897008,0.01
CAmama,0.017480084186160268,0.01
Glucosa_initial,0.0172879839965387,0.01
Cisplatino,0.017194799113556015,0.01
TP (s)_median,0.017192321200813356,0.01
Glucosa_skewness,0.017036967749042353,0.01
LDH_max,0.016777128854511995,0.01
GPT_homogeneous,0.016615591230549974,0.01
GGT_min,0.01645588087741338,0.01
missingindicator_LDH_initial,0.016206245144023263,0.01
Leucocitos_initial,0.01607050846941049,0.01
NºLineasVO,0.01596818346980584,0.01
Linea1Beva,0.01579286039244067,0.01
Potasio_rms,0.015776980186308603,0.01
missingindicator_Bilirrubina total_initial,0.01563882047138176,0.01
GGT_iqr,0.015565662875591845,0.01
Linfocitos_initial,0.015518532138520535,0.01
Hemoglobina_quartile1,0.015436119188264544,0.01
GOT_max,0.01540334567447599,0.01
Calcio_rms,0.015399066798589437,0.01
Traqueostomía,0.015344998256292168,0.01
Hemoglobina_sum,0.015230544473046042,0.01
Vinorelbina,0.015228127925304544,0.01
Linfocitos_quartile1,0.01522036744995072,0.01
Bilirrubina total_homogeneous,0.015212011901373152,0.01
Linea1Carbo,0.015201624871522783,0.01
Glucosa_median,0.014892714355004489,0.01
Urea_quartile3,0.014749636133793648,0.01
Pembrolizumab,0.014681634630280112,0.01
Afatinib,0.014524502057647031,0.01
AIT,0.014356381392899312,0.01
QTprevia,0.014274921689783062,0.01
Neutrófilos_iqr,0.014131356029969242,0.01
GOT_skewness,0.014063133188744692,0.01
Sodio_kurtosis,0.013938868168479439,0.01
GPT_iqr,0.0138888801978075,0.01
Calcio_skewness,0.013888551556446036,0.01
Creatinina_mean,0.013816531273579314,0.01
GGT_homogeneous,0.013638512774587639,0.01
GPT_kurtosis,0.013550993657584267,0.01
Calcio_mean,0.01353377535912635,0.01
GGT_kurtosis,0.013478095953564013,0.01
Plaquetas_rms,0.013476896538562535,0.01
missingindicator_Plaquetas_initial,0.013395622054287354,0.01
missingindicator_Linfocitos_initial,0.013395622054287354,0.01
Epidermoide,0.01329335438791736,0.01
TP (s)_homogeneous,0.01325434596405653,0.01
Potasio_quartile3,0.013151772590888592,0.01
Trasplante,0.012971605616423017,0.01
Plaquetas_skewness,0.01277238583683574,0.01
GGT_quartile1,0.012694585528714022,0.01
Linfocitos_std,0.012629179188480335,0.01
Urea_quartile1,0.012582871532256968,0.01
Durvalumab,0.012548773904110983,0.01
Creatinina_skewness,0.01249374145540634,0.01
Calcio_quartile1,0.012415724118736982,0.01
Potasio_sum,0.012402515052004933,0.01
TTPa (s)_median,0.012392288977144809,0.01
TTPa (s)_min,0.01222819208583089,0.01
missingindicator_GPT_initial,0.01221895154739228,0.01
GGT_initial,0.012168981259497108,0.01
Neutrófilos_sum,0.012152445137369329,0.01
Creatinina_rms,0.012111583979115817,0.01
Plaquetas_sum,0.012090683266917982,0.01
Glucosa_max,0.012073614514169754,0.01
Neutrófilos_std,0.011836966241959916,0.01
Albumina_initial,0.011721878082310927,0.01
TP (s)_skewness,0.011623475769713511,0.01
GOT_quartile3,0.011592688238632947,0.01
Plaquetas_mean,0.011540807193612897,0.01
LDH_homogeneous,0.011428941332360226,0.01
Glucosa_mean,0.011343122435026278,0.01
Urea_std,0.011243284917365075,0.01
Leucocitos_std,0.011191644108248147,0.01
Creatinina_quartile3,0.011082783271382318,0.01
Leucocitos_rms,0.010973428607636651,0.01
QTinmunosupresores,0.010812833641640504,0.01
Sodio_mean,0.010751130649501896,0.01
Albumina_skewness,0.010703512207173424,0.01
Potasio_mean,0.010628264156589138,0.01
Leucocitos_mean,0.010337153985166388,0.01
GPT_mean,0.010323563535673971,0.01
GGT_quartile3,0.010243008728305657,0.01
Fosfatasa Alcalina_std,0.010241205184621682,0.01
Albumina_iqr,0.010195872501986626,0.01
Creatinina_max,0.010155516842858621,0.01
Glucosa_rms,0.009987865737457049,0.01
Urea_initial,0.009964045758648841,0.01
Glucosa_min,0.009955706288768677,0.01
Sodio_rms,0.00994551643750284,0.01
Albumina_quartile1,0.009930738627170163,0.01
LDH_rms,0.009783584842416157,0.01
CAurinario,0.00969200304207015,0.01
missingindicator_GOT_skewness,0.009641058864184739,0.01
missingindicator_GOT_min,0.009641058864184739,0.01
missingindicator_GOT_mean,0.009641058864184739,0.01
missingindicator_GOT_median,0.009641058864184739,0.01
missingindicator_GOT_max,0.009641058864184739,0.01
missingindicator_GOT_kurtosis,0.009641058864184739,0.01
missingindicator_GOT_std,0.009641058864184739,0.01
missingindicator_GOT_rms,0.009641058864184739,0.01
missingindicator_GOT_iqr,0.009641058864184739,0.01
missingindicator_GOT_quartile3,0.009641058864184739,0.01
missingindicator_GOT_quartile1,0.009641058864184739,0.01
missingindicator_GOT_sum,0.009641058864184739,0.01
Linfocitos_max,0.00961073803016442,0.01
Plaquetas_iqr,0.009577464413480953,0.01
TP (s)_min,0.009438387669904272,0.01
Edad,0.00917077170471908,0.01
Obesidad,0.009161828425415635,0.01
Linea1Vinorelbina,0.008890732665018124,0.01
missingindicator_TP (s)_iqr,0.008757401440966026,0.01
missingindicator_TP (s)_quartile3,0.008757401440966026,0.01
missingindicator_TP (s)_quartile1,0.008757401440966026,0.01
missingindicator_TP (s)_kurtosis,0.008757401440966026,0.01
missingindicator_TP (s)_std,0.008757401440966026,0.01
missingindicator_TTPa (s)_std,0.008757401440966026,0.01
missingindicator_TP (s)_rms,0.008757401440966026,0.01
missingindicator_TTPa (s)_min,0.008757401440966026,0.01
missingindicator_TTPa (s)_kurtosis,0.008757401440966026,0.01
missingindicator_TTPa (s)_quartile1,0.008757401440966026,0.01
missingindicator_TTPa (s)_quartile3,0.008757401440966026,0.01
missingindicator_TTPa (s)_skewness,0.008757401440966026,0.01
missingindicator_TTPa (s)_iqr,0.008757401440966026,0.01
missingindicator_TP (s)_median,0.008757401440966026,0.01
missingindicator_TP (s)_mean,0.008757401440966026,0.01
missingindicator_TP (s)_min,0.008757401440966026,0.01
missingindicator_TP (s)_skewness,0.008757401440966026,0.01
missingindicator_TP (s)_sum,0.008757401440966026,0.01
missingindicator_TP (s)_max,0.008757401440966026,0.01
missingindicator_TTPa (s)_mean,0.008757401440966026,0.01
missingindicator_TTPa (s)_median,0.008757401440966026,0.01
missingindicator_TTPa (s)_sum,0.008757401440966026,0.01
missingindicator_TTPa (s)_max,0.008757401440966026,0.01
missingindicator_TTPa (s)_rms,0.008757401440966026,0.01
missingindicator_Calcio_quartile1,0.008681202496463723,0.01
missingindicator_Calcio_quartile3,0.008681202496463723,0.01
missingindicator_Calcio_iqr,0.008681202496463723,0.01
missingindicator_Calcio_rms,0.008681202496463723,0.01
