feature,importance
Vitamin D,0.30586242134878
Extracellular Fluid/Total Body Water (ECF/TBW),0.2785123291067983
Bone Mass (BM),0.2751009970836014
Hepatic Fat Accumulation (HFA),0.16980171213102332
Diabetes Mellitus (DM),0.16692544633784873
Intracellular Water (ICW),0.1589559810359925
Aspartat Aminotransferaz (AST),0.11967026394312162
High Density Lipoprotein (HDL),0.108756535918143
Visceral Fat Area (VFA),0.10839695796102367
Hyperlipidemia,0.09513686298695893
Body Protein Content (Protein) (%),0.08234886383741861
Extracellular Water (ECW),0.076727082622048
Hypothyroidism,0.075003878638857
Total Body Fat Ratio (TBFR) (%),0.07385759328552285
Lean Mass (LM) (%),0.06696541373646456
Total Cholesterol (TC),0.05963364369679504
Hemoglobin (HGB),0.057203761230275055
Triglyceride,0.05137464623796342
Coronary Artery Disease (CAD),0.042081793551901565
Gender,0.04175161141422767
Height,0.04007874900825515
Alanin Aminotransferaz (ALT),0.0365230543730511
Alkaline Phosphatase (ALP),0.03627078883130577
Weight,0.03448161065786781
Total Body Water (TBW),0.028002570122579312
Muscle Mass (MM),0.020146275625017775
Comorbidity,0.019268637125251984
Glucose,0.01629539113160014
Age,0.00948401726535931
Body Mass Index (BMI),0.008527337787867222
Visceral Muscle Area (VMA) (Kg),0.006673587998654705
Low Density Lipoprotein (LDL),0.005062992517094586
Visceral Fat Rating (VFR),0.0032074956475013016
Obesity (%),0.0023178682739868595
Total Fat Content (TFC),0.0022239991008310227
C-Reactive Protein (CRP),0.0010977481744415937
Creatinine,0.000328767671908207
Glomerular Filtration Rate (GFR),0.00017128582257461034
