file,mean,median,std
mutualinfo_train_fold_10_virus_normalized_k7.csv,0.9927768719410378,0.9956561228235898,0.008525098679461742
mutualinfo_train_fold_2_virus_normalized_k7.csv,0.9924363596892722,0.9955034598822621,0.009119874024070298
mutualinfo_train_fold_7_virus_normalized_k7.csv,0.9930604913102679,0.9964787431713067,0.008759596784442419
mutualinfo_train_fold_6_virus_normalized_k7.csv,0.9937153184698673,0.9966056864641066,0.007712207800926227
mutualinfo_train_fold_8_virus_normalized_k7.csv,0.9928540019103294,0.9954034906244938,0.008262862955559558
mutualinfo_train_fold_4_virus_normalized_k7.csv,0.9930189779376322,0.9954446863958999,0.00818902742526717
mutualinfo_train_fold_9_virus_normalized_k7.csv,0.9925839755582226,0.9951514132489752,0.00873034568759741
mutualinfo_train_fold_1_virus_normalized_k7.csv,0.9930685742324624,0.9960401811784323,0.008301659839785413
mutualinfo_train_fold_3_virus_normalized_k7.csv,0.9929854622919526,0.9958632632603654,0.008289349321892585
mutualinfo_train_fold_5_virus_normalized_k7.csv,0.9929319132973086,0.995852776000147,0.008439556069881027
