feature,mean_pos,median_pos,std_pos
Age,0.0,0.0,0.0
Glomerular Filtration Rate (GFR),2.6,2.5,0.66332495807108
Alanin Aminotransferaz (ALT),7.2,4.0,6.896375859826668
Body Mass Index (BMI),8.1,8.5,4.3
Total Body Water (TBW),8.3,8.5,5.060632371551998
Body Protein Content (Protein) (%),9.4,7.5,5.9363288318623315
Glucose,9.7,6.0,6.229767250869008
Muscle Mass (MM),10.0,9.5,2.449489742783178
Intracellular Water (ICW),11.1,8.0,9.224424101265075
Height,11.4,11.0,3.7202150475476548
Bone Mass (BM),11.8,8.0,6.64529909033446
Hemoglobin (HGB),12.4,14.0,7.241546796092669
Hypothyroidism,13.7,13.0,4.360045871318328
Comorbidity,13.9,12.0,8.653900854527974
Gender,15.1,16.0,9.24608025057105
Total Body Fat Ratio (TBFR) (%),15.5,17.5,4.224926034855522
Lean Mass (LM) (%),15.6,16.5,5.607138307550474
Diabetes Mellitus (DM),16.4,15.0,6.514598989960933
Triglyceride,16.9,19.0,9.65867485734974
Weight,17.9,23.0,9.332202312423366
Coronary Artery Disease (CAD),18.3,17.5,8.775534171775528
Aspartat Aminotransferaz (AST),18.5,19.5,6.264982043070834
Total Cholesterol (TC),19.7,20.5,6.466065264130885
Visceral Muscle Area (VMA) (Kg),20.2,21.5,6.289674077406556
Alkaline Phosphatase (ALP),20.5,23.0,6.88839603971781
Visceral Fat Area (VFA),20.5,21.0,4.801041553663121
Visceral Fat Rating (VFR),21.7,23.0,7.071774883294858
High Density Lipoprotein (HDL),22.8,23.5,5.491812087098393
Hyperlipidemia,22.9,25.5,6.640030120413611
Low Density Lipoprotein (LDL),25.4,27.0,5.295280917949491
Creatinine,30.3,31.0,1.345362404707371
Obesity (%),30.4,30.5,1.624807680927192
Total Fat Content (TFC),30.8,30.5,2.181742422927143
Hepatic Fat Accumulation (HFA),32.8,33.0,2.0880613017821097
Extracellular Water (ECW),33.6,33.5,0.66332495807108
Vitamin D,34.6,35.0,0.4898979485566356
Extracellular Fluid/Total Body Water (ECF/TBW),36.0,36.0,0.0
C-Reactive Protein (CRP),37.0,37.0,0.0
