file,mean,median,std
mutualinfo_train_fold_6_hongos_normalized_k11.csv,0.9964330562745912,0.9987777458792146,0.004796409457290557
mutualinfo_train_fold_9_hongos_normalized_k11.csv,0.9963862410934664,0.9985371513771446,0.004713439060881524
mutualinfo_train_fold_2_hongos_normalized_k11.csv,0.9965177793141143,0.9987761468934611,0.004662222785544846
mutualinfo_train_fold_8_hongos_normalized_k11.csv,0.9961129432290494,0.9981424584573464,0.004995965086074212
mutualinfo_train_fold_7_hongos_normalized_k11.csv,0.9961212291118631,0.9986036494530752,0.005164472645323386
mutualinfo_train_fold_10_hongos_normalized_k11.csv,0.996122562105235,0.9978696227232839,0.004829971980036603
mutualinfo_train_fold_5_hongos_normalized_k11.csv,0.9955881637390582,0.9978632357949656,0.005695232255149871
mutualinfo_train_fold_3_hongos_normalized_k11.csv,0.9958076193285224,0.9979452175213259,0.005496218751235414
mutualinfo_train_fold_4_hongos_normalized_k11.csv,0.9960183170958367,0.9982590486506556,0.005016869785440609
mutualinfo_train_fold_1_hongos_normalized_k11.csv,0.9959320165608385,0.9982224434155993,0.005351593138330518
