feature,mean_pos,median_pos,std_pos
max_x_extension3,17.1,10.0,18.008053753806934
mean_speed_in_air16,18.3,10.5,13.89280389266328
max_x_extension7,18.7,16.5,12.264175471673585
mean_acc_on_paper5,18.7,18.0,11.402192771568108
mean_acc_in_air8,18.9,16.5,13.94596715900335
gmrt_in_air5,19.5,21.5,8.273451516749223
max_x_extension9,19.6,14.5,14.77294825009551
max_y_extension12,19.7,19.5,12.649505919204907
max_x_extension17,20.8,15.5,13.219682295728594
mean_jerk_on_paper17,21.1,17.0,17.28265025972579
mean_speed_in_air3,21.2,16.0,18.120706387997128
mean_acc_in_air12,22.1,20.5,11.776671855834312
mean_acc_on_paper6,22.6,21.5,15.679285698015711
max_x_extension12,23.9,17.5,19.180458805774173
mean_jerk_in_air6,24.2,18.5,24.13627974647294
mean_speed_in_air12,25.6,29.0,12.916655913974019
max_y_extension11,27.2,32.5,15.734039532173549
mean_acc_on_paper7,27.9,19.5,21.992953416946982
mean_speed_in_air5,27.9,22.0,17.288435441068692
mean_acc_in_air6,28.2,20.5,19.21874085365636
mean_speed_in_air10,28.7,32.0,16.056462873248265
mean_acc_on_paper10,29.9,34.0,15.552813250341561
mean_acc_on_paper17,30.7,23.5,19.354844354837887
mean_gmrt4,31.4,20.5,24.536503418376466
max_y_extension15,31.4,33.0,22.64155471693585
disp_index13,32.0,32.0,14.25482374496437
pressure_var8,34.0,17.5,41.734877500718746
mean_acc_on_paper12,35.0,31.0,29.421080877493267
max_x_extension6,36.1,23.5,27.020177645604033
mean_acc_on_paper15,36.4,39.0,20.48511654836262
gmrt_on_paper4,37.1,21.5,33.046785017607995
mean_acc_on_paper1,37.5,34.5,7.3246160308919945
mean_jerk_on_paper10,37.6,41.0,16.66253282067285
gmrt_in_air13,39.2,36.5,16.773789077009404
mean_jerk_in_air1,39.5,36.5,7.57957782465488
num_of_pendown1,41.2,40.0,8.51821577561874
mean_jerk_on_paper12,41.5,42.5,23.15275361593087
pressure_var15,41.8,42.0,32.81097377402871
pressure_var12,44.1,51.0,24.53344655770974
mean_gmrt2,44.3,47.5,17.62980430974774
pressure_var1,45.1,43.5,9.082400563727631
gmrt_in_air10,46.8,46.0,15.111584959890873
mean_gmrt5,47.9,55.0,20.206187171260193
gmrt_in_air16,48.2,61.5,35.66174420860539
max_y_extension6,51.2,37.5,40.67382450667751
num_of_pendown13,51.5,43.5,36.20290043629102
max_x_extension10,55.3,47.5,35.682068325701074
gmrt_in_air4,58.1,53.5,27.001666615229514
mean_acc_in_air2,58.9,58.0,18.24527336051724
max_y_extension7,59.4,37.5,64.22803126361573
mean_gmrt16,61.1,64.5,32.4328537134801
mean_speed_in_air6,61.1,64.5,33.1495098002972
mean_acc_in_air21,62.1,59.5,31.810218484002903
mean_speed_in_air13,64.9,46.0,34.3582595601116
max_x_extension8,65.7,58.0,43.37983402457875
pressure_var2,70.3,69.5,43.39827185499441
mean_acc_in_air13,70.3,74.0,32.19953415812098
disp_index12,71.5,73.0,30.63739545065801
gmrt_in_air15,73.4,76.0,28.207091306974565
gmrt_on_paper3,76.6,71.0,37.67545620161752
max_y_extension16,77.7,79.0,36.48575064323057
num_of_pendown21,78.8,78.0,52.380912554097414
max_y_extension9,79.8,91.0,40.23630201695976
mean_acc_in_air3,80.1,84.5,39.15469320528511
mean_jerk_in_air18,80.9,77.5,34.15391632009424
mean_jerk_in_air11,82.0,74.5,42.487645263064415
mean_jerk_on_paper2,83.3,84.5,37.63787985527346
num_of_pendown11,85.8,72.5,45.00622179210337
mean_speed_in_air1,85.8,75.0,44.350422771378405
pressure_var24,86.4,79.5,29.093641917092473
gmrt_on_paper24,87.4,72.0,37.4064165618681
mean_jerk_in_air20,87.8,85.5,35.68417015989023
mean_jerk_in_air8,88.0,84.0,40.34104609451768
mean_jerk_in_air14,88.1,80.0,57.28952783886424
gmrt_in_air6,88.3,84.5,44.39831077867715
max_y_extension18,89.2,82.5,60.533957412348315
pressure_var17,90.0,94.5,39.44363066453188
max_y_extension24,91.1,97.0,32.25662722604457
max_y_extension14,93.0,66.5,64.41583656213741
mean_gmrt13,93.2,92.0,30.684849681886988
mean_acc_in_air14,93.9,85.5,33.482682090895885
num_of_pendown12,96.4,87.5,57.41114874307951
mean_speed_on_paper13,97.4,90.0,55.67261445270915
mean_gmrt3,97.6,92.5,28.817355881482257
mean_jerk_on_paper4,98.5,78.0,40.262265211982296
mean_jerk_in_air2,98.9,101.5,24.390366950909126
mean_speed_on_paper18,98.9,85.5,41.500481924912634
mean_acc_in_air20,99.0,98.5,27.949955277245078
pressure_var10,100.3,82.5,59.489578919336786
mean_acc_on_paper14,100.6,96.0,48.97387058422072
mean_jerk_in_air12,102.3,87.0,86.81134718457028
pressure_mean3,102.8,96.5,37.13165765219754
mean_jerk_on_paper3,103.2,110.5,30.376964957019652
mean_jerk_on_paper14,104.0,94.5,61.56622450662376
mean_jerk_on_paper1,104.1,91.0,37.487197814720695
mean_jerk_in_air9,104.2,91.5,68.76016288520556
mean_jerk_on_paper20,105.0,115.5,61.18823416311342
air_time1,106.0,111.0,50.440063441673026
mean_jerk_in_air10,107.6,93.0,59.194932215519934
gmrt_on_paper14,109.3,103.5,62.92384285785476
mean_speed_on_paper4,109.7,99.0,48.10831528956299
mean_jerk_in_air4,110.2,111.5,46.90799505414828
mean_jerk_on_paper9,113.0,116.5,26.521689237301608
disp_index25,113.7,121.5,35.91670920337775
max_y_extension1,114.4,112.5,37.63296427336014
max_x_extension20,114.6,115.5,41.46854229412941
num_of_pendown25,115.5,106.5,44.12085674598806
mean_speed_in_air15,115.5,115.0,54.65391111347842
gmrt_in_air1,115.7,115.0,54.21448146021504
num_of_pendown17,116.3,117.5,43.48114533910072
mean_jerk_on_paper8,117.1,126.5,28.317662332897466
mean_acc_in_air10,117.6,128.0,47.59453750169236
pressure_mean12,117.9,105.5,32.67552600953809
mean_speed_in_air20,118.1,140.5,33.269956417164124
max_y_extension8,118.3,126.0,33.442637455798845
pressure_mean15,118.5,108.5,46.74665763453041
pressure_var13,118.7,123.0,54.12587181745897
disp_index11,119.6,104.0,47.22753434173755
max_x_extension1,120.6,100.0,57.98827467686894
mean_speed_on_paper5,120.6,105.0,46.13501923701777
mean_jerk_in_air21,121.3,124.0,30.558304926811633
mean_jerk_on_paper11,123.1,121.0,39.24907642225483
max_y_extension10,123.8,134.5,37.69827582264208
mean_acc_in_air5,124.0,110.5,45.382816131218654
mean_jerk_on_paper25,124.4,125.5,36.15577408934844
mean_jerk_on_paper6,124.6,113.0,49.691447956363675
gmrt_on_paper5,125.3,119.0,35.49380227589036
mean_acc_in_air1,126.0,122.0,31.508728949292767
max_y_extension23,127.4,103.0,49.51807750710845
