file,mean,median,std
mutualinfo_train_fold_6_gallstone_normalized_k3.csv,0.9732655423402875,0.9869742627636882,0.03727563378808628
mutualinfo_train_fold_9_gallstone_normalized_k11.csv,0.9825317231470884,0.9923081616356326,0.028121007741484343
mutualinfo_train_fold_7_gallstone_normalized_k11.csv,0.9811554360275221,0.9919751750851882,0.033121793382878746
mutualinfo_train_fold_6_gallstone_normalized_k11.csv,0.9794879836487743,0.9883409696901782,0.029809128581409293
mutualinfo_train_fold_3_gallstone_normalized_k7.csv,0.9787863380013677,0.9864244586677198,0.03271578027792698
mutualinfo_train_fold_8_gallstone_normalized_k7.csv,0.9807328310840449,0.9935857095094788,0.03155316027748927
mutualinfo_train_fold_4_gallstone_normalized_k15.csv,0.9802706937575905,0.9909165160352458,0.02889725795628738
mutualinfo_train_fold_9_gallstone_normalized_k15.csv,0.9820320409233475,0.9932328803480984,0.030147905794042605
mutualinfo_train_fold_5_gallstone_normalized_k11.csv,0.9798936187732512,0.9936104138227049,0.032823562207983686
mutualinfo_train_fold_3_gallstone_normalized_k11.csv,0.9814094998647058,0.9897081811175941,0.03066343817338608
mutualinfo_train_fold_5_gallstone_normalized_k3.csv,0.9718525382820062,0.9857813559972519,0.03733690279205975
mutualinfo_train_fold_7_gallstone_normalized_k7.csv,0.9770461341466747,0.9915626020956956,0.03480650601740341
mutualinfo_train_fold_3_gallstone_normalized_k19.csv,0.9847820089622267,0.9957386992560813,0.026001981730329925
mutualinfo_train_fold_7_gallstone_normalized_k3.csv,0.969210810815737,0.981464479337238,0.03875344614760876
mutualinfo_train_fold_10_gallstone_normalized_k11.csv,0.9818977466264814,0.9940958464602898,0.02867804290498843
mutualinfo_train_fold_9_gallstone_normalized_k7.csv,0.9781671400505735,0.9904739017558928,0.03073599047230034
mutualinfo_train_fold_9_gallstone_normalized_k19.csv,0.984460668650655,0.9928968932537421,0.02747601250936899
mutualinfo_train_fold_1_gallstone_normalized_k15.csv,0.9832007637551758,0.9961325827840604,0.03116529120128303
mutualinfo_train_fold_4_gallstone_normalized_k7.csv,0.9745672626372365,0.9809772070250733,0.030592989265069086
mutualinfo_train_fold_9_gallstone_normalized_k3.csv,0.9728604119013776,0.9884941401267028,0.039507519101781095
mutualinfo_train_fold_4_gallstone_normalized_k11.csv,0.9801975927774753,0.9878532132469768,0.028447427999270868
mutualinfo_train_fold_5_gallstone_normalized_k15.csv,0.9815733656573851,0.9920401331726042,0.031640423860018196
mutualinfo_train_fold_7_gallstone_normalized_k19.csv,0.9836344357094959,0.9949930232820805,0.029477397862653923
mutualinfo_train_fold_2_gallstone_normalized_k19.csv,0.9871301850346195,0.9950117630313333,0.025931651116199606
mutualinfo_train_fold_10_gallstone_normalized_k19.csv,0.9843322522210729,0.993183907317421,0.02863941869319012
mutualinfo_train_fold_3_gallstone_normalized_k3.csv,0.968599984779365,0.9736767114524993,0.040834969899712165
mutualinfo_train_fold_10_gallstone_normalized_k15.csv,0.9822709691770793,0.9952747026851347,0.029339198070605307
mutualinfo_train_fold_8_gallstone_normalized_k3.csv,0.9752530783962575,0.9919250548909511,0.03527333524602461
mutualinfo_train_fold_4_gallstone_normalized_k3.csv,0.9637640413194837,0.9758286358778652,0.04131581723566134
mutualinfo_train_fold_8_gallstone_normalized_k11.csv,0.9823926049830459,0.9948039019701593,0.02852167079682925
mutualinfo_train_fold_8_gallstone_normalized_k15.csv,0.9832711685375566,0.99285379933909,0.026794109580471733
mutualinfo_train_fold_6_gallstone_normalized_k19.csv,0.9828513025716377,0.9942210360244017,0.028026135815677446
mutualinfo_train_fold_10_gallstone_normalized_k3.csv,0.9704041498693377,0.9786257581455757,0.039831212778186874
mutualinfo_train_fold_6_gallstone_normalized_k15.csv,0.9805907736091918,0.9910928748986685,0.0306887879012796
mutualinfo_train_fold_2_gallstone_normalized_k15.csv,0.9844593824243875,0.9943384199973766,0.029722030249112266
mutualinfo_train_fold_1_gallstone_normalized_k7.csv,0.9768193515189075,0.9893408545721267,0.03488377787309438
mutualinfo_train_fold_1_gallstone_normalized_k19.csv,0.9848266824183396,0.996803568584429,0.03098521308166381
mutualinfo_train_fold_5_gallstone_normalized_k19.csv,0.9837357204530185,0.992966136071165,0.030003349012550126
mutualinfo_train_fold_6_gallstone_normalized_k7.csv,0.9770531734567224,0.9928185773859888,0.03437613098604194
mutualinfo_train_fold_2_gallstone_normalized_k11.csv,0.9800858142497445,0.990405943970637,0.03391319977821754
mutualinfo_train_fold_5_gallstone_normalized_k7.csv,0.9778230700939822,0.9850720117972562,0.030771823844254868
mutualinfo_train_fold_2_gallstone_normalized_k3.csv,0.9664145881162856,0.9762318870703683,0.04186342113159338
mutualinfo_train_fold_1_gallstone_normalized_k3.csv,0.9734463392301157,0.9909628450719662,0.04132143804231898
mutualinfo_train_fold_3_gallstone_normalized_k15.csv,0.9818866915700771,0.991982583977058,0.029156372203119025
mutualinfo_train_fold_8_gallstone_normalized_k19.csv,0.9853427768481628,0.9947903539393614,0.02779704108686423
mutualinfo_train_fold_7_gallstone_normalized_k15.csv,0.9832091170165098,0.9942426475219204,0.030875626573593544
mutualinfo_train_fold_4_gallstone_normalized_k19.csv,0.9843881588572012,0.9957669905989597,0.02948356450023234
mutualinfo_train_fold_2_gallstone_normalized_k7.csv,0.9795307344482697,0.9922527490129684,0.034981819491683656
mutualinfo_train_fold_1_gallstone_normalized_k11.csv,0.9803787863542327,0.9938447987311234,0.033766306923596855
mutualinfo_train_fold_10_gallstone_normalized_k7.csv,0.9798858626132375,0.9962063877567804,0.03435586680752922
