feature,mean_pos,median_pos,std_pos
Age,0.0,0.0,0.0
Alanin Aminotransferaz (ALT),6.1,5.0,3.672873534441391
Glomerular Filtration Rate (GFR),6.2,6.0,4.069397989875161
Body Protein Content (Protein) (%),6.6,5.0,5.102940328869229
Total Body Water (TBW),7.6,8.0,3.1999999999999997
Total Body Fat Ratio (TBFR) (%),7.7,4.0,6.3568860301251275
Lean Mass (LM) (%),8.5,6.0,7.214568594171102
Hemoglobin (HGB),8.8,10.5,5.192301994298868
Body Mass Index (BMI),9.6,8.0,5.782732917920384
Alkaline Phosphatase (ALP),10.1,9.0,5.008991914547278
Glucose,11.3,10.5,6.197580172938467
Gender,12.8,10.5,8.8068155425216
Visceral Fat Area (VFA),14.0,15.5,7.694153624668538
Hypothyroidism,15.9,14.5,4.548626166217664
Diabetes Mellitus (DM),16.1,16.0,7.313685801290618
Muscle Mass (MM),16.6,17.5,4.923413450036469
Weight,17.8,18.0,5.1536394906900505
Comorbidity,17.8,15.5,9.26066952223218
Coronary Artery Disease (CAD),18.0,15.0,7.26636084983398
Total Cholesterol (TC),18.0,21.0,5.440588203494177
Visceral Muscle Area (VMA) (Kg),18.3,20.0,7.576938695805847
Triglyceride,19.0,21.0,8.12403840463596
Bone Mass (BM),19.5,18.0,9.362157870918436
Aspartat Aminotransferaz (AST),19.7,23.0,9.089004345911603
High Density Lipoprotein (HDL),20.7,23.0,6.067124524847006
Visceral Fat Rating (VFR),20.7,21.0,7.563729238940273
Hyperlipidemia,21.5,25.5,8.969392398596462
Low Density Lipoprotein (LDL),23.5,24.0,4.522167621838006
Height,23.6,24.0,6.003332407921454
Obesity (%),27.8,29.0,4.48998886412873
Creatinine,28.4,28.5,2.973213749463701
Total Fat Content (TFC),29.5,31.0,3.8013155617496426
Hepatic Fat Accumulation (HFA),30.2,30.0,2.481934729198171
Intracellular Water (ICW),30.5,31.5,3.0413812651491097
Vitamin D,33.6,34.0,1.8547236990991407
Extracellular Fluid/Total Body Water (ECF/TBW),34.1,35.0,2.071231517720798
Extracellular Water (ECW),35.9,36.0,0.3
C-Reactive Protein (CRP),37.0,37.0,0.0
