index,feature,importance
37,Vitamin D,0.08275815169742223
35,C-Reactive Protein (CRP),0.058384235642987906
13,Extracellular Fluid/Total Body Water (ECF/TBW),0.03838796310888576
24,Hepatic Fat Accumulation (HFA),0.0372091853416053
23,Visceral Muscle Area (VMA) (Kg),0.03334451647415419
28,High Density Lipoprotein (HDL),0.032245957879636106
18,Bone Mass (BM),0.031807237905364466
11,Extracellular Water (ECW),0.03123432734687962
30,Aspartat Aminotransferaz (AST),0.030962960604177837
25,Glucose,0.028514915951325406
20,Obesity (%),0.027022457299430373
34,Glomerular Filtration Rate (GFR),0.026588882351559918
17,Visceral Fat Rating (VFR),0.026253769936039843
36,Hemoglobin (HGB),0.026094057513316185
29,Triglyceride,0.025122427077194406
32,Alkaline Phosphatase (ALP),0.0249846743182587
9,Body Mass Index (BMI),0.023632284635724563
12,Intracellular Water (ICW),0.02339870128284486
31,Alanin Aminotransferaz (ALT),0.023292264654891145
15,Lean Mass (LM) (%),0.023152279692922224
21,Total Fat Content (TFC),0.022980329067006654
33,Creatinine,0.02293098829293126
7,Height,0.0227986073877123
14,Total Body Fat Ratio (TBFR) (%),0.022603997488321117
26,Total Cholesterol (TC),0.022241854419028158
10,Total Body Water (TBW),0.021979716109929784
27,Low Density Lipoprotein (LDL),0.02164429281716504
16,Body Protein Content (Protein) (%),0.02162729186740149
22,Visceral Fat Area (VFA),0.021393215374748406
19,Muscle Mass (MM),0.0212821107830938
8,Weight,0.021281735458529034
0,Age,0.02081081429806712
5,Hyperlipidemia,0.018981496177606794
2,Comorbidity,0.01669840010800444
6,Diabetes Mellitus (DM),0.014285041339545541
4,Hypothyroidism,0.011925597728593139
3,Coronary Artery Disease (CAD),0.01113802414083236
1,Gender,0.009005236426862401
