file,mean,median,std
randomforest_train_fold_8_hongos_normalized.csv,0.0015527950310558613,0.0010762472223802,0.0014470460494899213
randomforest_train_fold_5_hongos_normalized.csv,0.001552795031055861,0.0009570063360756,0.00139955945223604
randomforest_train_fold_10_hongos_normalized.csv,0.0015527950310558602,0.0010184011506513498,0.0014329832784135568
randomforest_train_fold_1_hongos_normalized.csv,0.0015527950310558584,0.00112476889722375,0.0014297831679797048
randomforest_train_fold_6_hongos_normalized.csv,0.0015527950310558606,0.00109068751943535,0.0014273057736167074
randomforest_train_fold_2_hongos_normalized.csv,0.0015527950310558589,0.00114578950802295,0.0014225519164889928
randomforest_train_fold_3_hongos_normalized.csv,0.0015527950310558576,0.00124053109085435,0.0014407834718482518
randomforest_train_fold_7_hongos_normalized.csv,0.0015527950310558595,0.0011367453130309,0.0014591030669293863
randomforest_train_fold_4_hongos_normalized.csv,0.0015527950310558584,0.0011063185519411501,0.0014528085140441498
randomforest_train_fold_9_hongos_normalized.csv,0.0015527950310558598,0.00111970050228655,0.0014002215937781546
