feature,importance,C_value
HONG.1,1.8457333407339223,10.0
TNMIV,0.24378628997889637,10.0
TNMCOD,0.1723007234214146,10.0
Adenoescamoso,0.16932014205107543,10.0
Linfocitos_sum,0.15350492762017978,10.0
Radioterapia,0.14292367779015874,10.0
Sodio_min,0.13723875422999068,10.0
Linfocitos_median,0.1357899961857431,10.0
Linfocitos_min,0.11762969971143601,10.0
Sodio_median,0.11593553598544368,10.0
Vinorelbina,0.11089614470653064,10.0
GGT_std,0.11030234713501415,10.0
EnfDigest,0.11008624897012845,10.0
GPT_min,0.1046490587706941,10.0
Linea1Cisplatino,0.10138564104869262,10.0
Hemoglobina_std,0.0941287899874928,10.0
TTPa (s)_kurtosis,0.09372830986501984,10.0
Hepatopatía,0.08832584867239106,10.0
GGT_median,0.08695653099559382,10.0
Fosfatasa Alcalina_skewness,0.08628728851896461,10.0
Calcio_max,0.08568409207551803,10.0
QTprevia,0.08058103015468032,10.0
Fosfatasa Alcalina_sum,0.08004134199678029,10.0
PulmonarIntersticial,0.07931105632622701,10.0
Neoplasia,0.07650505492598006,10.0
Hemoglobina_initial,0.07631968344774483,10.0
Bilirrubina total_median,0.07539767458691186,10.0
Adenocarcinoma,0.0720759505356576,10.0
Hemoglobina_max,0.07166518088324664,10.0
Linea1Vinorelbina,0.07158569257239537,10.0
Albumina_homogeneous,0.06963971305526276,10.0
Cardiopatía,0.06890877636243191,10.0
missingindicator_GPT_initial,0.06755784304943645,10.0
GGT_min,0.06730855470474831,10.0
Albumina_max,0.0662519051775699,10.0
Neutrófilos_quartile1,0.0662432010812468,10.0
Leucocitos_sum,0.066188823137953,10.0
Fosfatasa Alcalina_kurtosis,0.06594111109368567,10.0
Calcio_std,0.0652439578997803,10.0
QTinmunosupresores,0.06465439947862596,10.0
GPT_kurtosis,0.063779794229364,10.0
HistOtros,0.06323895029640897,10.0
ERC,0.0632296127605341,10.0
Plaquetas_iqr,0.06238862498839097,10.0
GPT_sum,0.061805367416054774,10.0
GGT_kurtosis,0.06163420749389616,10.0
Creatinina_kurtosis,0.060549653682154446,10.0
Plaquetas_kurtosis,0.05963057322219312,10.0
NºLineasVO,0.059183075700552465,10.0
Neutrófilos_min,0.05896194366069961,10.0
Hemoglobina_median,0.05872980313978648,10.0
Creatinina_iqr,0.0578866926157263,10.0
GGT_max,0.0577090754466968,10.0
Albumina_initial,0.05763237504799926,10.0
Plaquetas_max,0.05613587791893252,10.0
Bilirrubina total_initial,0.055957743689402525,10.0
Glucosa_sum,0.05466602203138042,10.0
missingindicator_TP (s)_initial,0.05362274092606913,10.0
missingindicator_TTPa (s)_initial,0.05362274092606913,10.0
Alcohol,0.05354736482810213,10.0
GGT_quartile1,0.05259124087739868,10.0
Leucocitos_std,0.05225136367688871,10.0
FRA,0.052030850509074404,10.0
Cisplatino,0.05186162721726377,10.0
Nivolumab,0.05173881833158341,10.0
Osimertinib,0.05122460052505467,10.0
CAurinario,0.050849550295431555,10.0
Linfocitos_std,0.050552922626792104,10.0
CelPeq,0.050535742374193365,10.0
Plaquetas_sum,0.05029165401355444,10.0
Leucocitos_initial,0.05007501296041231,10.0
Fosfatasa Alcalina_quartile3,0.049147637744582216,10.0
TTPa (s)_std,0.04898933169078115,10.0
Albumina_kurtosis,0.04827095462271826,10.0
GOT_quartile1,0.0480388759554209,10.0
Linea1Pemetrexed,0.048022011328651,10.0
