feature,importance,C_value
fr_ketone_Topliss,0.5573814198138561,10.0
SlogP_VSA10,0.5356364219902537,10.0
Chi0v,0.5063272476848147,10.0
SMR_VSA6,0.4890055021067456,10.0
fr_hdrzine,0.4827659714122349,10.0
fr_alkyl_halide,0.4796724846889756,10.0
PEOE_VSA9,0.47756502633215697,10.0
fr_ester,0.4608705238569575,10.0
PEOE_VSA8,0.4482053975606196,10.0
fr_Imine,0.44366762524127623,10.0
fr_methoxy,0.4169389196676088,10.0
EState_VSA1,0.39576725231434623,10.0
EState_VSA2,0.37856674035573484,10.0
BertzCT,0.37435278464377403,10.0
fr_ketone,0.36009075112696154,10.0
Chi2v,0.3524860504169591,10.0
PEOE_VSA3,0.3474190921822493,10.0
PEOE_VSA2,0.333439367464251,10.0
fr_HOCCN,0.3137598358951663,10.0
fr_benzodiazepine,0.30717071594836487,10.0
NumAromaticRings,0.30341142866859794,10.0
fr_guanido,0.29267193308286304,10.0
fr_priamide,0.2926266236527654,10.0
fr_halogen,0.28161880990866595,10.0
Chi1v,0.2750704490201666,10.0
Chi1,0.26850343610865435,10.0
NumSaturatedCarbocycles,0.2644809762293559,10.0
MinPartialCharge,0.26001119111692755,10.0
fr_alkyl_carbamate,0.2552681417274753,10.0
fr_unbrch_alkane,0.25299791893278395,10.0
fr_C_O,0.24994436992565544,10.0
EState_VSA5,0.2497337082026933,10.0
fr_nitrile,0.2496255802859053,10.0
fr_benzene,0.24515549179652826,10.0
NumAromaticCarbocycles,0.24515549179652826,10.0
SMR_VSA5,0.24051244660002888,10.0
PEOE_VSA10,0.23015853009119927,10.0
NumRotatableBonds,0.21724326656346796,10.0
NOCount,0.2162210858063483,10.0
Chi3v,0.21358684353448695,10.0
fr_ArN,0.21279283292403817,10.0
fr_piperzine,0.20911702202436344,10.0
fr_dihydropyridine,0.20717163833362112,10.0
fr_nitro,0.20320750548259423,10.0
fr_lactone,0.20167801157420906,10.0
fr_Ar_COO,0.20119531680955793,10.0
fr_N_O,0.19779895343564696,10.0
fr_para_hydroxylation,0.19751125172134196,10.0
PEOE_VSA1,0.18924654602268917,10.0
PEOE_VSA14,0.18689861612313055,10.0
SMR_VSA7,0.17888294629761092,10.0
SlogP_VSA1,0.17498043201770147,10.0
SlogP_VSA6,0.17304627369860356,10.0
fr_sulfide,0.16845247636847416,10.0
PEOE_VSA7,0.16693509339950865,10.0
Chi4n,0.1667567455997805,10.0
fr_bicyclic,0.1624165899870027,10.0
EState_VSA3,0.16193337197991278,10.0
fr_sulfonamd,0.16163865118137996,10.0
fr_morpholine,0.15861879491778194,10.0
SlogP_VSA4,0.1576692588989559,10.0
fr_aldehyde,0.15297001042229322,10.0
fr_nitroso,0.15223531051451408,10.0
fr_nitro_arom_nonortho,0.15218337644446114,10.0
NumAliphaticRings,0.1520493441912021,10.0
fr_allylic_oxid,0.1497890906038108,10.0
fr_amide,0.14934421923756194,10.0
SlogP_VSA12,0.14870633069353292,10.0
MinEStateIndex,0.14725756373919374,10.0
fr_Al_OH_noTert,0.14528286115237837,10.0
SlogP_VSA3,0.14351470428794844,10.0
fr_NH1,0.14064705320183638,10.0
NumValenceElectrons,0.14024441247008962,10.0
VSA_EState9,0.13583512485271998,10.0
NumSaturatedRings,0.13539251951041165,10.0
LabuteASA,0.1345574194489356,10.0
fr_NH0,0.13172213559038382,10.0
fr_urea,0.12963444522892958,10.0
fr_Ar_N,0.12761532037162868,10.0
fr_COO,0.12534777002306144,10.0
HeavyAtomMolWt,0.12160613267622357,10.0
fr_Ndealkylation1,0.1214389037694475,10.0
Chi3n,0.11922557145358821,10.0
NHOHCount,0.11908935076531783,10.0
NumHDonors,0.11780147592557454,10.0
fr_C_S,0.11774908819413547,10.0
NumAromaticHeterocycles,0.11651187374413947,10.0
MinAbsPartialCharge,0.11462173842275686,10.0
fr_COO2,0.11414265482241892,10.0
MinAbsEStateIndex,0.10824604487858847,10.0
Chi0n,0.10574477398478391,10.0
fr_piperdine,0.10443663808979645,10.0
fr_term_acetylene,0.1023273946965331,10.0
fr_amidine,0.10212572692478272,10.0
fr_SH,0.10171911277142057,10.0
fr_phenol,0.09988936701504535,10.0
HeavyAtomCount,0.09889186617266116,10.0
MolMR,0.09810167178491631,10.0
MolLogP,0.09768170048861444,10.0
fr_lactam,0.09692463823586804,10.0
fr_epoxide,0.09419583586106949,10.0
Chi1n,0.09223210874970465,10.0
fr_ether,0.09222268878095603,10.0
EState_VSA10,0.09194078164465334,10.0
SMR_VSA10,0.0916581682950311,10.0
MaxPartialCharge,0.08791736756104608,10.0
fr_tetrazole,0.0871928865980042,10.0
BalabanJ,0.08296988737644213,10.0
NumAliphaticCarbocycles,0.08253087944578569,10.0
Kappa1,0.07904807964789569,10.0
fr_furan,0.07741746000594565,10.0
fr_oxime,0.07698714875381495,10.0
fr_Al_COO,0.07584754678649665,10.0
EState_VSA8,0.07446200344165348,10.0
fr_quatN,0.06884859926570899,10.0
fr_Ndealkylation2,0.0667774889197587,10.0
Kappa3,0.06464204662534004,10.0
fr_imidazole,0.0641017927993103,10.0
PEOE_VSA12,0.06348516694223098,10.0
NumHeteroatoms,0.060744548183582395,10.0
fr_Ar_OH,0.05661925373213839,10.0
fr_oxazole,0.05590120263029778,10.0
fr_thiazole,0.05436742029449536,10.0
SlogP_VSA8,0.05128930354337936,10.0
fr_phenol_noOrthoHbond,0.05083383431450839,10.0
EState_VSA4,0.049424771076143126,10.0
fr_C_O_noCOO,0.04804413324636629,10.0
NumAliphaticHeterocycles,0.047008695366030334,10.0
MolWt,0.042214165575347296,10.0
Kappa2,0.04196754794515524,10.0
fr_thiophene,0.041243590794541644,10.0
fr_azo,0.040092605630605134,10.0
Chi4v,0.03976213515701291,10.0
fr_Ar_NH,0.038689330714415986,10.0
fr_Nhpyrrole,0.038689330714415986,10.0
HallKierAlpha,0.037594953020836035,10.0
fr_NH2,0.03510366588956021,10.0
MaxAbsEStateIndex,0.0332500661540735,10.0
MaxEStateIndex,0.0332500661540735,10.0
EState_VSA9,0.029549344829014033,10.0
SlogP_VSA5,0.02761085979440064,10.0
MaxAbsPartialCharge,0.02758154562862371,10.0
fr_phos_acid,0.026575274533257066,10.0
fr_phos_ester,0.026571923862935852,10.0
FractionCSP3,0.022880521989545523,10.0
SMR_VSA4,0.02271458039245974,10.0
TPSA,0.02181048017972738,10.0
ExactMolWt,0.020997880184223706,10.0
fr_imide,0.02028124217690018,10.0
fr_nitro_arom,0.018731853734104322,10.0
EState_VSA7,0.01770269744563664,10.0
RingCount,0.017073832326070276,10.0
fr_Al_OH,0.016783808972155544,10.0
NumHAcceptors,0.01622537080663352,10.0
Chi0,0.01610286135452079,10.0
fr_pyridine,0.01370031050984927,10.0
SMR_VSA1,0.012822169603510054,10.0
PEOE_VSA6,0.012234919327069656,10.0
PEOE_VSA11,0.011769835435401048,10.0
fr_hdrzone,0.011312637272168495,10.0
SlogP_VSA2,0.010721400613112178,10.0
VSA_EState8,0.009675601672230052,10.0
fr_aryl_methyl,0.009119056036688786,10.0
fr_sulfone,0.007740043338792843,10.0
fr_aniline,0.0072958235392535774,10.0
NumSaturatedHeterocycles,0.006304062791469431,10.0
EState_VSA6,0.0028673394510394024,10.0
SMR_VSA3,0.002636498155138952,10.0
Chi2n,0.001053790222981369,10.0
SMR_VSA9,0.0003058281233115205,10.0
SlogP_VSA11,0.00023649820287978307,10.0
EState_VSA11,7.975542144747219e-05,10.0
VSA_EState10,3.80475727864885e-05,10.0
SlogP_VSA7,3.3012800352394624e-05,10.0
SMR_VSA2,2.3860487325325593e-05,10.0
PEOE_VSA13,2.133927735787477e-05,10.0
PEOE_VSA5,1.4797403735939475e-05,10.0
Ipc,1.4084280146224599e-05,10.0
PEOE_VSA4,7.151041227458768e-06,10.0
NumRadicalElectrons,0.0,10.0
VSA_EState2,0.0,10.0
VSA_EState5,0.0,10.0
VSA_EState6,0.0,10.0
VSA_EState3,0.0,10.0
VSA_EState4,0.0,10.0
VSA_EState1,0.0,10.0
VSA_EState7,0.0,10.0
SlogP_VSA9,0.0,10.0
SMR_VSA8,0.0,10.0
fr_isocyan,0.0,10.0
fr_diazo,0.0,10.0
fr_barbitur,0.0,10.0
fr_azide,0.0,10.0
fr_isothiocyan,0.0,10.0
fr_prisulfonamd,0.0,10.0
fr_thiocyan,0.0,10.0
