feature,importance
alcohol,0.4616888566974668
total sulfur dioxide,0.2801219992623819
volatile acidity,0.2657243341425762
sulphates,0.18648992586315663
free sulfur dioxide,0.16079293882690118
fixed acidity,0.12225391138541829
citric acid,0.11087340008055153
density,0.058392479261628
chlorides,0.03215796959479553
pH,0.009392020850703071
residual sugar,0.004766715747589485
