index,feature,importance
58,Neutrófilos_sum,0.00759065842623645
32,Leucocitos_sum,0.006879468334461133
110,Urea_sum,0.006216662840116576
97,Glucosa_sum,0.0060305037291647975
136,Sodio_sum,0.005310262253567086
149,Potasio_sum,0.0048948534851229
37,Leucocitos_iqr,0.0044318702524515936
27,Leucocitos_min,0.004318254622063411
63,Neutrófilos_iqr,0.004267302015733753
14,Plaquetas_min,0.004245025023299284
355,CIsquémica,0.0042337498282531754
125,Creatinina_kurtosis,0.004192890735717376
1,Hemoglobina_min,0.00411397665440928
123,Creatinina_sum,0.004091903918312397
6,Hemoglobina_sum,0.004075043932726862
157,Calcio_min,0.003950386604351757
124,Creatinina_skewness,0.003889683312973828
154,Potasio_iqr,0.0038750433867846676
9,Hemoglobina_quartile1,0.003741887733068367
141,Sodio_iqr,0.003728569493749489
167,Calcio_iqr,0.003709647330483911
165,Calcio_quartile1,0.0036930255089516464
160,Calcio_median,0.0036555486342997787
131,Sodio_min,0.003597495939832609
53,Neutrófilos_min,0.003596879195686777
19,Plaquetas_sum,0.0035952027224828913
161,Calcio_std,0.003551729040926057
162,Calcio_sum,0.0035505081656719544
47,Linfocitos_kurtosis,0.0034689129092515605
112,Urea_kurtosis,0.003454580259108113
148,Potasio_std,0.003445728729535024
242,Albumina_kurtosis,0.003426693525065498
22,Plaquetas_quartile1,0.003391601811303923
135,Sodio_std,0.003387636708681009
88,TTPa (s)_quartile3,0.0033863350078995476
35,Leucocitos_quartile1,0.0033849030285256635
176,GOT_skewness,0.003378962853998862
177,GOT_kurtosis,0.003354293912681657
24,Plaquetas_iqr,0.0033538846955861504
235,Albumina_min,0.003346439965091105
81,TTPa (s)_mean,0.003338882099359635
87,TTPa (s)_quartile1,0.0033290138213401856
82,TTPa (s)_median,0.003325868891909273
36,Leucocitos_quartile3,0.0033207601816954064
46,Linfocitos_skewness,0.0033027644886577884
254,LDH_skewness,0.0032988440416500384
240,Albumina_sum,0.003281577897500411
111,Urea_skewness,0.0032811721018409304
34,Leucocitos_kurtosis,0.0032808464458270264
3,Hemoglobina_mean,0.003265744160440332
45,Linfocitos_sum,0.0032598825613218696
159,Calcio_mean,0.003229100662825622
61,Neutrófilos_quartile1,0.0032229915959820763
90,TTPa (s)_rms,0.0032106758729521317
80,TTPa (s)_max,0.0031968176058476344
168,Calcio_rms,0.0031943394023872533
244,Albumina_quartile3,0.0031894964074880797
4,Hemoglobina_median,0.0031672863853842944
246,Albumina_rms,0.0031556545922186642
102,Glucosa_iqr,0.003154590549286592
62,Neutrófilos_quartile3,0.003147050234927717
28,Leucocitos_max,0.003145363237193426
266,TTPa (s)_initial,0.0031409153701374213
241,Albumina_skewness,0.0031397444853708506
8,Hemoglobina_kurtosis,0.003132916975612917
237,Albumina_mean,0.0031306470892494315
334,Neoplasia,0.0031299887975774973
29,Leucocitos_mean,0.0031268969378200648
57,Neutrófilos_std,0.003123857798672112
31,Leucocitos_std,0.003121750219936911
71,TP (s)_sum,0.003096017555475378
150,Potasio_skewness,0.003090928623065499
118,Creatinina_min,0.0030894992757732366
239,Albumina_std,0.00308259230395067
93,Glucosa_max,0.0030783706028385182
85,TTPa (s)_skewness,0.003069386324551005
281,Edad,0.003057635713032282
12,Hemoglobina_rms,0.0030532988791795255
89,TTPa (s)_iqr,0.0030532408512461153
269,Creatinina_initial,0.003046890594156119
38,Leucocitos_rms,0.0030335533820387397
293,Etoposido,0.0030335048052804008
60,Neutrófilos_kurtosis,0.0030252181562382178
96,Glucosa_std,0.003022023360222063
55,Neutrófilos_mean,0.0030142903991513133
83,TTPa (s)_std,0.003005822247891587
238,Albumina_median,0.003004831863208994
40,Linfocitos_min,0.0030029509172881125
76,TP (s)_iqr,0.002994124578270627
50,Linfocitos_iqr,0.0029930845943993423
268,Urea_initial,0.0029829801301150954
56,Neutrófilos_median,0.002980146479911571
243,Albumina_quartile1,0.002976612039315332
30,Leucocitos_median,0.0029712674500915292
145,Potasio_max,0.0029678468229601177
54,Neutrófilos_max,0.0029646743771385275
70,TP (s)_std,0.002964152967325224
11,Hemoglobina_iqr,0.0029615694120791896
17,Plaquetas_median,0.00295502647651641
189,GPT_skewness,0.002935959273425832
84,TTPa (s)_sum,0.002934930035404246
15,Plaquetas_max,0.002917980991319823
139,Sodio_quartile1,0.0029154029820499003
306,Linea1Atezo,0.0029018208506170285
347,NeoHEM,0.0028796047731401184
25,Plaquetas_rms,0.002875147188438518
313,Linea1Etoposido,0.0028675622956089953
16,Plaquetas_mean,0.0028560898298925427
10,Hemoglobina_quartile3,0.0028537547966224377
64,Neutrófilos_rms,0.002853445633250596
276,Fosfatasa Alcalina_initial,0.0028468101939789214
158,Calcio_max,0.002839745097206133
99,Glucosa_kurtosis,0.002830376465473302
59,Neutrófilos_skewness,0.0028263300707784393
33,Leucocitos_skewness,0.0028261612239369304
92,Glucosa_min,0.002817001504989416
261,Plaquetas_initial,0.002806728190443831
18,Plaquetas_std,0.002803951199106126
166,Calcio_quartile3,0.002799803822086547
79,TTPa (s)_min,0.0027909143108000713
73,TP (s)_kurtosis,0.0027873277679781295
103,Glucosa_rms,0.0027774590612020178
7,Hemoglobina_skewness,0.0027749229062779645
138,Sodio_kurtosis,0.0027675365847009414
271,Potasio_initial,0.002766857219509476
216,Fosfatasa Alcalina_kurtosis,0.002761535117447207
190,GPT_kurtosis,0.002759950732473811
66,TP (s)_min,0.0027507903603420556
115,Urea_iqr,0.0027390721605718587
183,GPT_min,0.002738370311337029
260,Hemoglobina_initial,0.002738209436029892
270,Sodio_initial,0.0027311113633202077
236,Albumina_max,0.002728079665270857
74,TP (s)_quartile1,0.002722352489940235
49,Linfocitos_quartile3,0.0027210722101258375
263,Linfocitos_initial,0.0027199179887577823
275,GGT_initial,0.002717295470736821
20,Plaquetas_skewness,0.0027167421729179905
5,Hemoglobina_std,0.0027098144450178937
196,GGT_min,0.002702291469533834
255,LDH_kurtosis,0.0026966515394150044
163,Calcio_skewness,0.0026917602874606357
277,Bilirrubina total_initial,0.002688082686214827
251,LDH_median,0.002684827373617287
215,Fosfatasa Alcalina_skewness,0.002671792346568618
101,Glucosa_quartile3,0.0026715069723264474
23,Plaquetas_quartile3,0.002667110761787888
86,TTPa (s)_kurtosis,0.002658657686838169
43,Linfocitos_median,0.002644755223422224
278,Albumina_initial,0.0026425655132608
41,Linfocitos_max,0.002639217290714491
202,GGT_skewness,0.0026332211334340505
94,Glucosa_mean,0.0026309612110788755
98,Glucosa_skewness,0.0026217249636747053
331,ERC,0.0026183171381784108
44,Linfocitos_std,0.00261569084524551
21,Plaquetas_kurtosis,0.0026152688706029006
132,Sodio_max,0.0026027351178460915
153,Potasio_quartile3,0.002594399028463532
320,TNMCOD,0.0025910522777246323
272,Calcio_initial,0.0025904613951431435
274,GPT_initial,0.002580645466236899
126,Creatinina_quartile1,0.002564210717277653
42,Linfocitos_mean,0.002558992301810816
256,LDH_quartile1,0.00255858970232298
229,Bilirrubina total_kurtosis,0.0025566756740070563
248,LDH_min,0.002554321122843462
284,Atezolumab,0.00255032329787735
67,TP (s)_max,0.002548953811632494
144,Potasio_min,0.0025460687277545874
72,TP (s)_skewness,0.0025326640137662915
137,Sodio_skewness,0.0025220645197413256
253,LDH_sum,0.0025212197869759526
267,Glucosa_initial,0.0025202299480822413
114,Urea_quartile3,0.0025159713065389736
48,Linfocitos_quartile1,0.0025136222599024616
128,Creatinina_iqr,0.0025117117756275334
152,Potasio_quartile1,0.002509838088022802
628,missingindicator_Fosfatasa Alcalina_initial,0.0025059449371937583
51,Linfocitos_rms,0.002503036281622904
315,Linea1Pembro,0.002499233667882686
222,Bilirrubina total_min,0.0024982065442406896
245,Albumina_iqr,0.0024933053881542036
283,Alectinib,0.0024922355954465074
250,LDH_mean,0.002488197849179874
257,LDH_quartile3,0.0024829898672126104
75,TP (s)_quartile3,0.0024674468137046027
262,Leucocitos_initial,0.002466886410652804
151,Potasio_kurtosis,0.0024662277983778244
142,Sodio_rms,0.0024638902488422487
120,Creatinina_mean,0.002462091110848587
319,TNMIV,0.002446168875493927
133,Sodio_mean,0.0024442233616368074
69,TP (s)_median,0.002444012244516813
119,Creatinina_max,0.002439688386372883
