feature,importance,C_value
Extracellular Fluid/Total Body Water (ECF/TBW),0.25205754133960884,0.01
Vitamin D,0.21230055168057366,0.01
Bone Mass (BM),0.20181924547343152,0.01
Obesity (%),0.18479563920997763,0.01
Intracellular Water (ICW),0.1569103622946861,0.01
Visceral Fat Area (VFA),0.1337852424751475,0.01
Diabetes Mellitus (DM),0.12177094298094784,0.01
Hepatic Fat Accumulation (HFA),0.11741059097872086,0.01
High Density Lipoprotein (HDL),0.11544128759536183,0.01
Hyperlipidemia,0.09587817535397052,0.01
Hemoglobin (HGB),0.08653737427672646,0.01
Body Protein Content (Protein) (%),0.08012450437660087,0.01
Aspartat Aminotransferaz (AST),0.07074332784974016,0.01
Alanin Aminotransferaz (ALT),0.07014865768884802,0.01
Total Body Fat Ratio (TBFR) (%),0.06293630759824802,0.01
Weight,0.05777227622851742,0.01
Lean Mass (LM) (%),0.05469362462596316,0.01
Body Mass Index (BMI),0.054106236849558585,0.01
Triglyceride,0.051707039834349766,0.01
Hypothyroidism,0.050203403525638776,0.01
Alkaline Phosphatase (ALP),0.04350013127020158,0.01
Total Cholesterol (TC),0.042828374478189435,0.01
Extracellular Water (ECW),0.0391278167482308,0.01
Comorbidity,0.03743290466757275,0.01
Gender,0.03695075760414575,0.01
Coronary Artery Disease (CAD),0.032858919861660014,0.01
Total Fat Content (TFC),0.03256222197794831,0.01
Height,0.028821841904136825,0.01
Visceral Muscle Area (VMA) (Kg),0.026311471815795753,0.01
Visceral Fat Rating (VFR),0.01387172362040379,0.01
Muscle Mass (MM),0.013455690936572298,0.01
Glucose,0.010055986702431786,0.01
Age,0.007371493009808111,0.01
Low Density Lipoprotein (LDL),0.005923557069444087,0.01
Total Body Water (TBW),0.004761414590304653,0.01
C-Reactive Protein (CRP),0.0019074948163260667,0.01
Glomerular Filtration Rate (GFR),0.00021721712891280582,0.01
Creatinine,3.6292631482714654e-05,0.01
