feature,importance,C_value
Vitamin D,0.28063411114946235,0.01
Extracellular Fluid/Total Body Water (ECF/TBW),0.20987010139050988,0.01
Bone Mass (BM),0.18161486689054532,0.01
High Density Lipoprotein (HDL),0.12870044137502532,0.01
Diabetes Mellitus (DM),0.12725242181844715,0.01
Aspartat Aminotransferaz (AST),0.12181627569004627,0.01
Hyperlipidemia,0.11635061610216381,0.01
Intracellular Water (ICW),0.11599618527717469,0.01
Hepatic Fat Accumulation (HFA),0.10775657620886818,0.01
Visceral Fat Area (VFA),0.09311856545740382,0.01
Alanin Aminotransferaz (ALT),0.08163146024386074,0.01
Hemoglobin (HGB),0.0688780753980037,0.01
Hypothyroidism,0.06784164172795369,0.01
Extracellular Water (ECW),0.06756167163612632,0.01
Alkaline Phosphatase (ALP),0.0675604302203584,0.01
Total Cholesterol (TC),0.06353855693780154,0.01
Gender,0.06022208201364611,0.01
Coronary Artery Disease (CAD),0.0566619490218378,0.01
Comorbidity,0.056339231198043384,0.01
Body Protein Content (Protein) (%),0.04878376927252179,0.01
Total Fat Content (TFC),0.037369777352079456,0.01
Lean Mass (LM) (%),0.0344877671797557,0.01
Triglyceride,0.03208552816662599,0.01
Total Body Water (TBW),0.03140118054962012,0.01
Visceral Fat Rating (VFR),0.028919050697422365,0.01
Age,0.02568473577186472,0.01
Total Body Fat Ratio (TBFR) (%),0.023086169600651123,0.01
Visceral Muscle Area (VMA) (Kg),0.021389368455026325,0.01
Muscle Mass (MM),0.0211215592982815,0.01
Height,0.017771993184328223,0.01
Body Mass Index (BMI),0.012372047502937415,0.01
Glucose,0.009747469686416994,0.01
Low Density Lipoprotein (LDL),0.006038936058101797,0.01
Obesity (%),0.004380736148668354,0.01
Weight,0.003023081073877494,0.01
C-Reactive Protein (CRP),0.0014145909518701043,0.01
Glomerular Filtration Rate (GFR),0.00018801878819460705,0.01
Creatinine,4.247715304995491e-05,0.01
