feature,importance,C_value
Vitamin D,0.2653980976523325,0.01
Extracellular Fluid/Total Body Water (ECF/TBW),0.22962728887231204,0.01
Bone Mass (BM),0.198615677373242,0.01
Diabetes Mellitus (DM),0.1572595197172492,0.01
Intracellular Water (ICW),0.13037881037198737,0.01
High Density Lipoprotein (HDL),0.12008632723251254,0.01
Hyperlipidemia,0.1020948085033002,0.01
Visceral Fat Area (VFA),0.09819780603028791,0.01
Hepatic Fat Accumulation (HFA),0.09801863072470951,0.01
Hemoglobin (HGB),0.08604292700720566,0.01
Alkaline Phosphatase (ALP),0.07957281190919296,0.01
Gender,0.07906681578923486,0.01
Aspartat Aminotransferaz (AST),0.07435828337864471,0.01
Alanin Aminotransferaz (ALT),0.07087718758251371,0.01
Hypothyroidism,0.06284996083008323,0.01
Extracellular Water (ECW),0.06111582771811726,0.01
Coronary Artery Disease (CAD),0.05673441559521956,0.01
Triglyceride,0.048064623194940335,0.01
Total Body Fat Ratio (TBFR) (%),0.04497583801495811,0.01
Height,0.037269870068881564,0.01
Lean Mass (LM) (%),0.036778201165721724,0.01
Total Cholesterol (TC),0.033860278740473974,0.01
Total Body Water (TBW),0.027418690018656242,0.01
Muscle Mass (MM),0.021632437245621628,0.01
Comorbidity,0.02067914784841248,0.01
Weight,0.019756306237913884,0.01
Glucose,0.01734100070164554,0.01
Low Density Lipoprotein (LDL),0.016605292189780414,0.01
Body Protein Content (Protein) (%),0.015669628481942907,0.01
Age,0.011391161473604928,0.01
Visceral Muscle Area (VMA) (Kg),0.010929130650976325,0.01
Visceral Fat Rating (VFR),0.007551412739694822,0.01
Obesity (%),0.004441031099983215,0.01
Body Mass Index (BMI),0.004107679829967708,0.01
Total Fat Content (TFC),0.0034153843588346053,0.01
C-Reactive Protein (CRP),0.0018767682028972032,0.01
Glomerular Filtration Rate (GFR),0.00018718344116750834,0.01
Creatinine,3.4672485378163324e-05,0.01
