feature,importance,C_value
Vitamin D,0.2889047639016936,0.01
Extracellular Fluid/Total Body Water (ECF/TBW),0.24773075950003065,0.01
Bone Mass (BM),0.20743609160881243,0.01
Intracellular Water (ICW),0.13777073965201928,0.01
Diabetes Mellitus (DM),0.12354388519454462,0.01
Hepatic Fat Accumulation (HFA),0.11012696296328577,0.01
High Density Lipoprotein (HDL),0.10813889585946623,0.01
Visceral Fat Area (VFA),0.10713401873159821,0.01
Aspartat Aminotransferaz (AST),0.09761348060829027,0.01
Alanin Aminotransferaz (ALT),0.09310780682598371,0.01
Hyperlipidemia,0.09190389822345135,0.01
Body Protein Content (Protein) (%),0.06607454085813597,0.01
Extracellular Water (ECW),0.06516410995993302,0.01
Triglyceride,0.059629484443029825,0.01
Gender,0.05884370169584173,0.01
Coronary Artery Disease (CAD),0.05720516952644614,0.01
Hemoglobin (HGB),0.05549249233030546,0.01
Alkaline Phosphatase (ALP),0.05475532881289289,0.01
Total Body Fat Ratio (TBFR) (%),0.04986176802391753,0.01
Height,0.04606139753142805,0.01
Hypothyroidism,0.04325950552566151,0.01
Total Cholesterol (TC),0.04316077468853947,0.01
Lean Mass (LM) (%),0.04244705999111234,0.01
Muscle Mass (MM),0.022722185634197676,0.01
Age,0.021847719762213315,0.01
Total Fat Content (TFC),0.020801271958497382,0.01
Weight,0.01908786324307479,0.01
Glucose,0.018018970347700523,0.01
Total Body Water (TBW),0.014441996315134374,0.01
Low Density Lipoprotein (LDL),0.013198859751280167,0.01
Visceral Fat Rating (VFR),0.005973184529661294,0.01
Obesity (%),0.004553419002573306,0.01
Body Mass Index (BMI),0.004082565589342386,0.01
Comorbidity,0.003707921454233044,0.01
Visceral Muscle Area (VMA) (Kg),0.0012397037792137022,0.01
C-Reactive Protein (CRP),0.0009494416963501434,0.01
Glomerular Filtration Rate (GFR),0.00017986785894427855,0.01
Creatinine,1.2025913321431543e-05,0.01
