feature,importance,C_value
Muscle Mass (MM),2.4742342857276487,100.0
Hyperlipidemia,2.199448688049133,100.0
Gender,1.7760304164556737,100.0
Hypothyroidism,1.6031421512802067,100.0
Bone Mass (BM),1.5421290895425153,100.0
Extracellular Water (ECW),1.4857965850369521,100.0
Total Body Fat Ratio (TBFR) (%),1.2267068226427627,100.0
Intracellular Water (ICW),1.0065198924256469,100.0
Total Body Water (TBW),0.9379889439303633,100.0
Visceral Fat Rating (VFR),0.8947332424136517,100.0
Diabetes Mellitus (DM),0.8445927889652092,100.0
Coronary Artery Disease (CAD),0.7761048759321628,100.0
Body Protein Content (Protein) (%),0.7454786284995849,100.0
Age,0.7108256415312048,100.0
Lean Mass (LM) (%),0.6210463691544957,100.0
Vitamin D,0.5970306070395418,100.0
Total Fat Content (TFC),0.5763204189660165,100.0
Visceral Fat Area (VFA),0.5322285738053035,100.0
Body Mass Index (BMI),0.47454631683693016,100.0
Hemoglobin (HGB),0.37881216569035664,100.0
Height,0.3677543862721627,100.0
Total Cholesterol (TC),0.3061368641878356,100.0
Hepatic Fat Accumulation (HFA),0.24463497633121847,100.0
Comorbidity,0.23459294263376068,100.0
Low Density Lipoprotein (LDL),0.20775931459915917,100.0
High Density Lipoprotein (HDL),0.1999052653701199,100.0
Aspartat Aminotransferaz (AST),0.10668087984159184,100.0
Triglyceride,0.10290294276034055,100.0
Alkaline Phosphatase (ALP),0.06504320919913466,100.0
Alanin Aminotransferaz (ALT),0.056322282098471975,100.0
Visceral Muscle Area (VMA) (Kg),0.050448473226604895,100.0
Glucose,0.03068742789001687,100.0
Glomerular Filtration Rate (GFR),0.016545833418451342,100.0
Obesity (%),0.007003276664731237,100.0
Extracellular Fluid/Total Body Water (ECF/TBW),0.003562337330362643,100.0
C-Reactive Protein (CRP),0.002809780002204395,100.0
Weight,0.0019055961894660248,100.0
Creatinine,4.3622717237425746e-05,100.0
