index,feature,mutual_info_raw,relevance_score
146,fr_benzodiazepine,0.01869970817371769,0.9813002918262823
147,fr_bicyclic,0.019135101499609064,0.9808648985003909
19,EState_VSA4,0.019362745028853823,0.9806372549711462
27,HallKierAlpha,0.019456564080386318,0.9805434359196137
128,fr_NH2,0.019791249620007445,0.9802087503799926
179,fr_phos_ester,0.02000407230174961,0.9799959276982504
21,EState_VSA6,0.02049267071415306,0.9795073292858469
42,MinPartialCharge,0.021214052086049318,0.9787859479139507
75,PEOE_VSA8,0.022083737350416577,0.9779162626495834
45,MolWt,0.022837534442284646,0.9771624655577154
4,Chi0v,0.023334604295710548,0.9766653957042895
121,fr_C_O,0.023468291643815142,0.9765317083561849
83,SMR_VSA5,0.023510955682715995,0.976489044317284
82,SMR_VSA4,0.024097983286984093,0.9759020167130159
96,SlogP_VSA6,0.024138603198370134,0.9758613968016299
56,NumHeteroatoms,0.02608574911418593,0.9739142508858141
78,SMR_VSA1,0.026331121801135726,0.9736688781988643
69,PEOE_VSA2,0.026701134713922325,0.9732988652860777
5,Chi1,0.027441593554394572,0.9725584064456054
74,PEOE_VSA7,0.028608261410797642,0.9713917385892024
53,NumAromaticRings,0.029174766255362528,0.9708252337446375
77,RingCount,0.030141293610941755,0.9698587063890582
92,SlogP_VSA2,0.03049161370729081,0.9695083862927092
180,fr_piperdine,0.03085421622860185,0.9691457837713982
24,EState_VSA9,0.031060756695888703,0.9689392433041113
23,EState_VSA8,0.033783751542298734,0.9662162484577013
18,EState_VSA3,0.037579716431499044,0.962420283568501
0,BalabanJ,0.03817360407155368,0.9618263959284463
40,MinAbsPartialCharge,0.048444617928327105,0.9515553820716729
38,MaxPartialCharge,0.04904832328859454,0.9509516767114055
