index,feature,mutual_info_raw,relevance_score
429,pressure_mean24,0.046134628650772225,0.9538653713492278
312,mean_acc_in_air18,0.046181305991813026,0.953818694008187
411,pressure_mean23,0.0463082650218829,0.9536917349781171
28,mean_jerk_on_paper2,0.04659034264727646,0.9534096573527235
383,max_y_extension22,0.04723546497892839,0.9527645350210716
391,num_of_pendown22,0.04729929775955277,0.9527007022404472
75,gmrt_on_paper5,0.04796655186047705,0.952033448139523
14,paper_time1,0.04889294253888554,0.9511070574611145
127,disp_index8,0.0490887140532692,0.9509112859467308
400,max_x_extension23,0.04942333706747659,0.9505766629325234
235,disp_index14,0.049675188363302425,0.9503248116366976
38,gmrt_in_air3,0.04984620051622324,0.9501537994837768
448,pressure_var25,0.04986578770655825,0.9501342122934417
19,disp_index2,0.05049347140868532,0.9495065285913147
258,mean_acc_in_air15,0.050512764217702344,0.9494872357822977
283,num_of_pendown16,0.05058434380554333,0.9494156561944567
424,mean_jerk_on_paper24,0.05086176027457867,0.9491382397254213
139,num_of_pendown8,0.050898632262533106,0.9491013677374669
17,total_time1,0.05154575125749128,0.9484542487425087
59,max_y_extension4,0.05175999461117042,0.9482400053888296
160,pressure_var9,0.052525526680917256,0.9474744733190827
394,pressure_var22,0.052638351691112195,0.9473616483088878
236,gmrt_in_air14,0.053240224931257796,0.9467597750687422
325,disp_index19,0.05338125645044434,0.9466187435495557
409,num_of_pendown23,0.05372195589713469,0.9462780441028653
393,pressure_mean22,0.053726835116164384,0.9462731648838356
58,max_x_extension4,0.053806278522291695,0.9461937214777083
151,mean_acc_on_paper9,0.05409556132626925,0.9459044386737308
386,mean_gmrt22,0.054377625737023205,0.9456223742629768
32,paper_time2,0.05441257660993548,0.9455874233900645
86,paper_time5,0.05443777383582793,0.9455622261641721
43,mean_acc_on_paper3,0.05475684075835785,0.9452431592416422
76,max_x_extension5,0.05548614211667413,0.9445138578833259
261,mean_jerk_in_air15,0.05550148795239407,0.9444985120476059
27,mean_jerk_in_air2,0.05616501060973578,0.9438349893902642
0,air_time1,0.05626839827416896,0.943731601725831
282,mean_speed_on_paper16,0.05659319237546656,0.9434068076245334
440,mean_gmrt25,0.05660092954181861,0.9433990704581814
372,mean_speed_on_paper21,0.057002559409093934,0.9429974405909061
55,disp_index4,0.05793504044518727,0.9420649595548127
367,mean_acc_on_paper21,0.05797199609795545,0.9420280039020446
133,mean_acc_on_paper8,0.05836918140146574,0.9416308185985343
22,max_x_extension2,0.05840948503526899,0.941590514964731
309,gmrt_on_paper18,0.05864376079515354,0.9413562392048465
145,disp_index9,0.05873240070258001,0.94126759929742
102,mean_speed_on_paper6,0.05886002000146595,0.941139979998534
149,max_y_extension9,0.05936526496045147,0.9406347350395485
84,mean_speed_on_paper5,0.059898739686683466,0.9401012603133165
318,mean_speed_on_paper18,0.060299705262655934,0.9397002947373441
357,pressure_mean20,0.06096240197102265,0.9390375980289773
248,paper_time14,0.061663690141451344,0.9383363098585487
42,mean_acc_in_air3,0.06187997410436763,0.9381200258956324
73,disp_index5,0.06203355156243173,0.9379664484375683
162,air_time10,0.062098052248479974,0.93790194775152
280,mean_jerk_on_paper16,0.062297487796029394,0.9377025122039706
81,mean_jerk_in_air5,0.0627348195776758,0.9372651804223242
212,paper_time12,0.06299895244758513,0.9370010475524149
215,total_time12,0.06323242684669728,0.9367675731533027
230,paper_time13,0.06487600747145761,0.9351239925285424
105,pressure_mean6,0.06494949841202757,0.9350505015879724
88,pressure_var5,0.06529530924578442,0.9347046907542156
126,air_time8,0.06554053444032171,0.9344594655596783
48,mean_speed_on_paper3,0.06586265452876772,0.9341373454712323
33,pressure_mean2,0.06611000062590877,0.9338899993740912
234,air_time14,0.066494925400296,0.933505074599704
247,num_of_pendown14,0.06660140418801808,0.9333985958119819
273,gmrt_on_paper16,0.0681040244400628,0.9318959755599372
25,mean_acc_on_paper2,0.06840829043878216,0.9315917095612178
82,mean_jerk_on_paper5,0.06945249009006149,0.9305475099099385
250,pressure_var14,0.06991883675300192,0.9300811632469981
15,pressure_mean1,0.07004990553337276,0.9299500944666272
146,gmrt_in_air9,0.07009624856187635,0.9299037514381236
406,mean_jerk_on_paper23,0.07012735545677806,0.9298726445432219
114,mean_acc_in_air7,0.07038609228117965,0.9296139077188204
427,num_of_pendown24,0.07125652777624181,0.9287434722237582
93,gmrt_on_paper6,0.07139921193470666,0.9286007880652933
117,mean_jerk_in_air7,0.07167643403949686,0.9283235659605031
265,num_of_pendown15,0.07291091966391905,0.927089080336081
359,total_time20,0.07325129373889849,0.9267487062611015
85,num_of_pendown5,0.07372550531165123,0.9262744946883488
91,disp_index6,0.07390800094520866,0.9260919990547913
159,pressure_mean9,0.07549016848824008,0.9245098315117599
354,mean_speed_on_paper20,0.07555176459261537,0.9244482354073846
36,air_time3,0.07558156804934457,0.9244184319506554
123,pressure_mean7,0.07591771975925443,0.9240822802407456
147,gmrt_on_paper9,0.07661028847082019,0.9233897115291798
129,gmrt_on_paper8,0.07760748984124,0.92239251015876
152,mean_gmrt9,0.0782297263443481,0.9217702736556519
449,total_time25,0.07836136002130445,0.9216386399786956
225,mean_jerk_in_air13,0.07945896333027092,0.9205410366697291
370,mean_jerk_on_paper21,0.07990462115321373,0.9200953788467863
121,num_of_pendown7,0.07994048745222404,0.920059512547776
23,max_y_extension2,0.08160119166855484,0.9183988083314452
54,air_time4,0.08234269097650948,0.9176573090234905
361,disp_index21,0.08309164109612999,0.91690835890387
180,air_time11,0.08322651030680728,0.9167734896931927
323,total_time18,0.08356008245527802,0.916439917544722
242,mean_gmrt14,0.08361499439313214,0.9163850056068679
170,mean_gmrt10,0.08403079990324347,0.9159692000967565
50,paper_time3,0.08419895444871228,0.9158010455512877
137,mean_speed_in_air8,0.08500415643620363,0.9149958435637964
194,paper_time11,0.08502646400473024,0.9149735359952698
179,total_time10,0.08519262745590739,0.9148073725440926
363,gmrt_on_paper21,0.08528381560876719,0.9147161843912328
446,paper_time25,0.08570689323506553,0.9142931067649345
300,mean_speed_on_paper17,0.08598786604144726,0.9140121339585527
138,mean_speed_on_paper8,0.08624724559370822,0.9137527544062918
307,disp_index18,0.08659565991561546,0.9134043400843845
12,mean_speed_on_paper1,0.08717774928865829,0.9128222507113417
71,total_time4,0.08736829789296285,0.9126317021070371
89,total_time5,0.08750171781706051,0.9124982821829395
271,disp_index16,0.0879159450566176,0.9120840549433824
109,disp_index7,0.08850385782070225,0.9114961421792978
284,paper_time16,0.08881179766034641,0.9111882023396536
87,pressure_mean5,0.08987179442302295,0.910128205576977
67,num_of_pendown4,0.09000527127963798,0.909994728720362
30,mean_speed_on_paper2,0.09081608785872453,0.9091839121412755
141,pressure_mean8,0.09097034812861127,0.9090296518713887
381,gmrt_on_paper22,0.09118675157417089,0.9088132484258291
206,mean_gmrt12,0.0914791583484229,0.9085208416515771
262,mean_jerk_on_paper15,0.09167850509193709,0.9083214949080629
434,gmrt_in_air25,0.09193787862984504,0.908062121370155
249,pressure_mean14,0.09266286374810306,0.9073371362518969
255,gmrt_on_paper15,0.0928930152115286,0.9071069847884714
319,num_of_pendown18,0.09349372902628028,0.9065062709737197
432,air_time25,0.09408028925662393,0.9059197107433761
134,mean_gmrt8,0.09587326089983295,0.904126739100167
375,pressure_mean21,0.09629465662390713,0.9037053433760929
399,gmrt_on_paper23,0.09659438658782404,0.903405613412176
443,mean_speed_in_air25,0.09665691609238003,0.90334308390762
41,max_y_extension3,0.09751057572367339,0.9024894242763266
414,air_time24,0.09761347837290346,0.9023865216270965
3,gmrt_on_paper1,0.09766939411444975,0.9023306058855503
390,mean_speed_on_paper22,0.09814063946346518,0.9018593605365348
320,paper_time18,0.09874756942119944,0.9012524305788006
360,air_time21,0.09876136409055247,0.9012386359094475
398,gmrt_in_air23,0.09880352576986784,0.9011964742301322
165,gmrt_on_paper10,0.09961405097483933,0.9003859490251607
251,total_time14,0.0999718157509637,0.9000281842490363
45,mean_jerk_in_air3,0.10008773550740724,0.8999122644925928
200,gmrt_in_air12,0.10053110452454384,0.8994688954754562
174,mean_speed_on_paper10,0.10098171477997431,0.8990182852200257
345,gmrt_on_paper20,0.10184673517878906,0.8981532648212109
296,mean_gmrt17,0.10231320802223287,0.8976867919777671
431,total_time24,0.1026935760135439,0.8973064239864561
407,mean_speed_in_air23,0.10355234223703835,0.8964476577629616
192,mean_speed_on_paper11,0.10374486015440576,0.8962551398455942
157,num_of_pendown9,0.10493295507098521,0.8950670449290148
197,total_time11,0.10571732478624263,0.8942826752137574
260,mean_gmrt15,0.10576761032345017,0.8942323896765498
183,gmrt_on_paper11,0.10664871459973657,0.8933512854002634
70,pressure_var4,0.10803253281341751,0.8919674671865825
156,mean_speed_on_paper9,0.10934652647627363,0.8906534735237264
294,mean_acc_in_air17,0.11027664461911213,0.8897233553808879
347,max_y_extension20,0.11046464193352001,0.88953535806648
404,mean_gmrt23,0.11061330986444329,0.8893866901355567
290,gmrt_in_air17,0.11125132851802633,0.8887486714819737
253,disp_index15,0.1113044902183784,0.8886955097816216
334,mean_jerk_on_paper19,0.11139901638708372,0.8886009836129163
144,air_time9,0.11173204259397007,0.8882679574060299
69,pressure_mean4,0.11205412739851583,0.8879458726014842
297,mean_jerk_in_air17,0.11324342957276423,0.8867565704272358
264,mean_speed_on_paper15,0.1140297647323858,0.8859702352676142
287,total_time16,0.11408588731516867,0.8859141126848313
397,disp_index23,0.11564661527763986,0.8843533847223601
331,mean_acc_on_paper19,0.11663880626517553,0.8833611937348245
447,pressure_mean25,0.11952844591961398,0.880471554080386
120,mean_speed_on_paper7,0.11955262511900377,0.8804473748809962
327,gmrt_on_paper19,0.12106247982741403,0.878937520172586
266,paper_time15,0.12414654883351872,0.8758534511664813
343,disp_index20,0.12462115876666902,0.875378841233331
356,paper_time20,0.1251831229261473,0.8748168770738527
299,mean_speed_in_air17,0.12829382111116017,0.8717061788888398
335,mean_speed_in_air19,0.12858161028955628,0.8714183897104437
291,gmrt_on_paper17,0.12865721668039765,0.8713427833196024
216,air_time13,0.12931406955575842,0.8706859304442416
330,mean_acc_in_air19,0.12936415802279555,0.8706358419772044
18,air_time2,0.12949325253442545,0.8705067474655745
140,paper_time8,0.1296592886823933,0.8703407113176067
110,gmrt_in_air7,0.13002768430123135,0.8699723156987687
333,mean_jerk_in_air19,0.13220560177940444,0.8677943982205956
72,air_time5,0.13340381084794162,0.8665961891520584
119,mean_speed_in_air7,0.13367588408432596,0.866324115915674
289,disp_index17,0.13448120934503338,0.8655187906549666
122,paper_time7,0.13448623205422372,0.8655137679457763
395,total_time22,0.13457090990196408,0.8654290900980359
392,paper_time22,0.13481342551205477,0.8651865744879452
176,paper_time10,0.1351304795866919,0.8648695204133081
378,air_time22,0.13579976581697117,0.8642002341830288
143,total_time8,0.13675681013161967,0.8632431898683803
233,total_time13,0.13704309487302302,0.862956905126977
35,total_time2,0.13722441531884533,0.8627755846811547
158,paper_time9,0.14452679453866457,0.8554732054613354
336,mean_speed_on_paper19,0.14542196254523576,0.8545780374547642
408,mean_speed_on_paper23,0.1462967369918804,0.8537032630081196
53,total_time3,0.1469997296332517,0.8530002703667483
332,mean_gmrt19,0.14703848661292973,0.8529615133870703
104,paper_time6,0.14776664041963006,0.8522333595803699
270,air_time16,0.15046602064491532,0.8495339793550847
379,disp_index22,0.15768983062727315,0.8423101693727268
326,gmrt_in_air19,0.16031671890576815,0.8396832810942318
338,paper_time19,0.16074553127428937,0.8392544687257106
288,air_time17,0.16289048745995993,0.8371095125400401
108,air_time7,0.16588713677172295,0.834112863228277
302,paper_time17,0.16650018305805014,0.8334998169419499
324,air_time19,0.1667767463722174,0.8332232536277826
339,pressure_mean19,0.16889897990635117,0.8311010200936488
116,mean_gmrt7,0.16934317073730698,0.830656829262693
328,max_x_extension19,0.17582209607976074,0.8241779039202393
125,total_time7,0.17706721795401492,0.8229327820459851
111,gmrt_on_paper7,0.17916087103237643,0.8208391289676236
329,max_y_extension19,0.18388580079944283,0.8161141992005572
341,total_time19,0.1889595009132221,0.8110404990867779
340,pressure_var19,0.189982057448002,0.810017942551998
305,total_time17,0.1901973210479455,0.8098026789520545
90,air_time6,0.19432911685861542,0.8056708831413846
107,total_time6,0.2008518823514156,0.7991481176485844
161,total_time9,0.21505944528588694,0.7849405547141131
252,air_time15,0.21731841791949336,0.7826815820805066
337,num_of_pendown19,0.21782826121236232,0.7821717387876377
410,paper_time23,0.22412960346475863,0.7758703965352414
269,total_time15,0.22751266940387183,0.7724873305961282
396,air_time23,0.24605881968042675,0.7539411803195732
413,total_time23,0.27484225680572827,0.7251577431942717
