feature,mean_pos,median_pos,std_pos
TTPa (s)_min,47.5,49.5,10.99317970379817
TTPa (s)_max,47.9,49.5,10.59669759878048
TP (s)_skewness,54.4,58.5,8.2
TP (s)_mean,55.5,56.0,6.375735251718032
Glucosa_median,63.8,66.5,7.547184905645283
TP (s)_rms,71.0,56.0,65.98636222735725
Linfocitos_std,72.3,25.0,97.63508590665549
TTPa (s)_iqr,72.3,73.0,8.485870609430714
Linfocitos_max,73.5,27.5,94.81798352633324
TP (s)_median,75.9,58.5,66.93945025170136
missingindicator_Bilirrubina total_min,81.1,49.0,80.83124395925131
Urea_median,82.3,84.5,6.723838189605696
Neutrófilos_iqr,82.8,32.5,100.80853138499735
Glucosa_iqr,86.3,87.5,7.59012516365837
Linfocitos_sum,93.2,25.0,109.70214218510047
Creatinina_max,95.7,100.0,10.705606008068855
Glucosa_min,96.3,71.5,78.23816204385172
Urea_rms,97.6,100.5,10.95627673984187
missingindicator_Bilirrubina total_kurtosis,97.9,44.0,102.14151947176036
missingindicator_Bilirrubina total_std,98.6,42.0,154.2609477476396
TTPa (s)_quartile3,103.6,74.0,97.16707261207368
missingindicator_GGT_skewness,106.7,75.0,81.1702531719595
missingindicator_LDH_mean,108.6,28.5,182.82242750822448
Leucocitos_skewness,112.1,34.0,109.13610768210492
Linfocitos_quartile1,114.6,25.0,116.02172210409566
missingindicator_LDH_kurtosis,117.2,27.5,148.93810795092037
missingindicator_Bilirrubina total_rms,122.0,42.5,163.30768506105278
Calcio_median,125.5,132.5,16.292636373527767
Glucosa_skewness,126.5,89.0,89.34008059096432
TTPa (s)_std,129.3,75.5,115.69446832065914
Urea_max,129.5,85.5,93.94386621807728
missingindicator_Fosfatasa Alcalina_rms,131.9,49.0,161.61587174532087
Urea_min,138.7,86.0,126.43737580320148
GOT_sum,140.5,142.5,11.377609590770813
GOT_std,142.5,146.5,11.80889495253472
missingindicator_Bilirrubina total_iqr,144.0,42.0,163.860916633589
missingindicator_Albumina_median,145.7,50.0,164.08842128559834
missingindicator_Bilirrubina total_skewness,146.0,43.0,149.9433226255841
missingindicator_Fosfatasa Alcalina_min,147.4,88.0,145.4869066273663
missingindicator_Urea_initial,148.2,12.5,193.38293616552625
Calcio_iqr,149.4,153.5,12.175385004179539
missingindicator_Bilirrubina total_quartile3,152.0,41.5,176.89997173544148
Linea1Pembro,154.5,142.0,114.32431937256395
GPT_quartile1,155.8,159.0,12.081390648431164
TP (s)_iqr,157.0,63.0,125.98253847259944
GPT_max,157.2,160.5,12.820296408429876
DM,158.1,126.0,150.8916498683741
Linfocitos_mean,160.7,140.5,141.9563665356366
NºLineas,161.8,134.5,97.9712202639122
missingindicator_GGT_iqr,166.0,90.5,152.52999704976068
