feature,mean_pos,median_pos,std_pos
Linfocitos_median,24.6,23.0,6.390618123468184
Leucocitos_rms,25.6,23.5,5.851495535331117
Leucocitos_iqr,26.2,24.5,5.564171097297422
Neutrófilos_iqr,37.3,37.0,4.196427051671457
Neutrófilos_rms,38.8,38.0,7.180529228406497
TTPa (s)_min,52.5,52.0,3.8794329482541645
TP (s)_median,54.9,54.5,5.664803615307419
TTPa (s)_quartile3,73.5,74.5,5.333854141237834
TTPa (s)_quartile1,74.1,75.5,5.3563046963368315
Leucocitos_quartile3,87.5,30.5,119.6237852602901
Leucocitos_quartile1,95.1,26.0,113.74484603708424
TTPa (s)_rms,97.3,72.5,74.43661733313786
TP (s)_quartile3,99.4,55.0,90.4977347782805
Creatinina_min,101.1,103.0,5.838664230798
Neutrófilos_median,120.5,44.5,123.57285300582811
Glucosa_max,120.9,71.0,105.1393836770979
Leucocitos_max,120.9,11.5,139.72791417608724
Leucocitos_min,125.7,11.0,179.41853304494495
Urea_quartile3,126.1,104.0,76.16488692304348
missingindicator_GPT_quartile3,133.7,56.5,130.9710273304749
Calcio_mean,134.1,135.5,6.171709649683789
Creatinina_quartile3,135.6,101.0,107.85749858030269
Neutrófilos_quartile3,136.6,43.0,124.33921344451235
missingindicator_GPT_rms,137.8,55.0,141.77009557731137
Neutrófilos_quartile1,138.8,51.0,118.69608249643288
Glucosa_iqr,140.4,93.5,76.83124364475691
Urea_median,144.9,87.0,91.11031774722333
Creatinina_median,146.9,102.0,102.5304345060529
Linfocitos_rms,149.5,43.5,145.23721974755645
Calcio_sum,149.8,153.0,7.467261881037788
Calcio_rms,152.0,152.5,4.358898943540674
Calcio_median,154.8,136.0,58.28172955566779
Obesidad,159.5,160.5,27.376084453405678
Neutrófilos_min,161.7,45.5,157.7530031409862
Urea_quartile1,162.3,105.0,110.83866653835204
missingindicator_Bilirrubina total_quartile3,163.5,39.5,181.24031008580846
TTPa (s)_iqr,165.1,74.0,141.86574639425825
missingindicator_GGT_min,170.3,65.5,166.0554425485657
Glucosa_mean,170.7,71.0,131.78015783872777
Neutrófilos_homogeneous,171.5,44.5,165.7626314945561
Plaquetas_quartile3,174.8,236.0,140.88278816093896
missingindicator_Albumina_quartile1,177.2,24.0,205.37419506841653
missingindicator_GOT_quartile3,179.7,75.5,157.19672388443723
missingindicator_Bilirrubina total_mean,179.7,136.5,177.7160938125751
missingindicator_Glucosa_min,180.6,111.5,129.33847068834547
GGT_skewness,182.5,186.5,8.891006692158093
Hemoglobina_min,183.6,243.0,121.06543685131608
missingindicator_Plaquetas_kurtosis,183.8,123.0,136.04616863403393
GGT_max,184.0,188.5,10.237187113655782
Potasio_rms,187.1,139.0,91.94830069120366
OtrosFarmacos,187.4,194.0,74.99359972691002
Hemoglobina_max,188.8,228.5,173.36077987826428
GGT_rms,190.0,184.0,28.30900916669462
Linea1Carbo,190.4,196.5,78.66663841807403
missingindicator_Calcio_max,190.8,74.5,200.87548382020142
Creatinina_initial,191.1,206.0,62.213262251709644
TP (s)_initial,192.0,207.5,63.40977842572863
Neutrófilos_max,192.1,154.0,164.05392406157188
TP (s)_quartile1,192.4,161.5,148.65073158245806
missingindicator_Urea_initial,193.0,136.5,204.89607121660484
Linfocitos_initial,193.1,209.5,64.5483539681687
GOT_quartile1,194.4,167.5,65.70114154259421
Neutrófilos_initial,195.9,208.5,66.79588310667057
Linea1Pemetrexed,196.1,183.0,59.28650773995715
ValvMitral,196.3,145.0,101.94513230164549
Albumina_initial,196.7,213.5,65.56226048573981
missingindicator_Hemoglobina_iqr,197.8,138.5,109.32410530162139
Glucosa_rms,198.5,91.0,141.90648329093355
Potasio_median,198.6,141.5,132.56485205362694
missingindicator_GOT_mean,199.0,69.0,181.9466954907398
Bilirrubina total_mean,200.3,199.5,9.623408959407264
Calcio_quartile3,200.3,153.5,98.11427011398494
Artropatía,200.4,141.0,143.69634650887963
missingindicator_GGT_kurtosis,201.4,143.5,170.86907268432168
Pemetrexed,201.5,191.5,109.86833028675734
missingindicator_Urea_kurtosis,202.7,103.5,172.04246568798067
Calcio_quartile1,203.1,154.5,78.92711828009432
Fosfatasa Alcalina_iqr,203.5,203.0,8.743569065318807
Creatinina_max,203.6,104.0,165.50359512711498
Glucosa_quartile3,204.4,94.5,145.5233314626902
Bilirrubina total_median,206.4,203.5,12.467557900406959
missingindicator_Albumina_iqr,206.6,18.5,251.84566702645492
Linea1Cisplatino,208.5,185.5,107.42462473753399
CADigestivo,208.6,175.5,89.3556937189791
missingindicator_Potasio_sum,210.0,166.0,140.6371216997845
GOT_median,210.3,151.5,97.94391252140177
GPT_min,210.3,166.5,99.78381632308918
Hepatopatía,211.7,147.5,111.32659161224689
Bilirrubina total_sum,212.2,213.5,8.657944328765344
Albumina_mean,213.1,215.5,8.080222769206305
missingindicator_Calcio_median,213.6,178.0,162.15437089391085
Gefitinib,213.9,207.5,86.8486614750049
Bilirrubina total_rms,214.3,216.5,7.772387020729218
Glucosa_quartile1,214.5,181.5,133.1452214688909
Bilirrubina total_quartile3,215.3,217.5,7.510659092250161
missingindicator_Albumina_std,216.7,152.5,212.02785194403117
missingindicator_Neutrófilos_min,217.2,121.5,173.7802060074737
Calcio_kurtosis,217.7,156.5,99.08486261785905
missingindicator_TNMIV,218.1,148.0,233.6974325918023
Linea1Pacli,218.3,184.5,128.96670112862466
missingindicator_Bilirrubina total_quartile1,221.4,169.5,205.5379283733297
Potasio_max,221.9,139.0,147.14309361978226
Glucosa_median,224.4,70.0,195.69271831113184
missingindicator_Calcio_quartile3,224.4,166.5,183.3091377973286
missingindicator_Albumina_rms,224.8,271.0,178.59720042598653
HistOtros,225.2,175.5,125.09020745046352
Calcio_initial,226.8,215.5,101.20849766694494
Urea_max,227.4,181.5,160.79253714025413
GOT_skewness,227.5,159.0,121.67271674455206
GPT_quartile1,228.1,165.5,100.81314398430395
Bilirrubina total_iqr,228.6,218.5,32.131604379489055
missingindicator_GOT_std,228.8,67.5,224.62671256998797
missingindicator_Creatinina_initial,229.3,172.5,233.9235131405135
Sexo,229.7,229.5,91.81181841135704
NºLineasIV,230.2,176.0,130.39309797684845
Bilirrubina total_min,230.9,201.5,46.28055747287407
GGT_sum,230.9,188.0,73.01294405788607
