feature,importance
mean_jerk_in_air11,0.0463583869443855
air_time24,0.04392996195638586
max_x_extension4,0.04190406343457012
total_time24,0.04115927203243215
num_of_pendown9,0.03846221340342979
max_y_extension5,0.03721416412859445
air_time15,0.03656579533065196
air_time4,0.035672807052035994
max_x_extension5,0.0355275983737445
air_time9,0.03550525712220374
total_time15,0.03384079040073223
disp_index6,0.033395347122062095
mean_acc_in_air11,0.03337350929356377
max_x_extension21,0.03091953134599454
total_time6,0.030718156276755205
max_y_extension2,0.030533523675251365
mean_jerk_in_air9,0.030270217925307225
mean_acc_in_air7,0.030092886377086125
mean_jerk_in_air7,0.02985158443351485
paper_time7,0.029482679498712368
mean_acc_in_air9,0.02922525160649066
air_time13,0.029169863213978676
total_time7,0.02889204278727771
air_time6,0.028872217409598017
max_x_extension15,0.028691212439308222
mean_jerk_in_air23,0.028518475736949697
total_time9,0.02846303258106722
air_time7,0.028373034966144812
paper_time6,0.028017533062449886
mean_jerk_in_air21,0.026675187245531456
total_time13,0.026557943212959283
gmrt_in_air20,0.026549927631694104
total_time10,0.026204629843748776
mean_acc_in_air21,0.026087196199627218
mean_acc_in_air23,0.025995516534847808
max_x_extension3,0.025306506463108062
mean_speed_on_paper22,0.025228667411890036
mean_jerk_in_air15,0.025055698056174223
total_time22,0.024987233688713306
max_y_extension4,0.02445664365880707
gmrt_in_air7,0.024342486114864923
paper_time10,0.024293427983657648
gmrt_on_paper7,0.024202938756037892
mean_gmrt7,0.02408039455010956
total_time4,0.023857717012039967
paper_time13,0.023742749560312887
max_x_extension7,0.023606217221128073
gmrt_in_air4,0.02354350597470732
total_time8,0.023359848709591624
mean_acc_in_air13,0.023254260977281144
gmrt_in_air8,0.023155436647349172
paper_time9,0.023035156378155175
mean_acc_in_air15,0.022955816990399565
mean_speed_on_paper7,0.022942772086745042
air_time22,0.022918340631000473
num_of_pendown19,0.022842263608070144
mean_speed_on_paper10,0.022428492891895434
air_time8,0.022359669037382703
mean_acc_on_paper8,0.022346045144546918
gmrt_in_air15,0.02224812369806634
paper_time22,0.022126266367229884
gmrt_on_paper10,0.0220863763355416
max_x_extension17,0.022077966409826174
paper_time11,0.021767660933046964
max_x_extension23,0.02174741658182251
disp_index17,0.02173172419064421
mean_jerk_on_paper2,0.021567289745093872
