feature,importance,C_value
BACT.1,1.17661672998128,0.01
TNMIV,0.10992465011609445,0.01
TNMCOD,0.10924671743874981,0.01
Adenocarcinoma,0.09857358996077724,0.01
Leucocitos_sum,0.08011841958742195,0.01
Gemcitabina,0.07352563599072635,0.01
Neutrófilos_sum,0.0705220011467796,0.01
Linea1Cisplatino,0.06123707958345881,0.01
Sodio_min,0.05703938209015317,0.01
HistOtros,0.05309542638553111,0.01
Neutrófilos_quartile1,0.05038174865643241,0.01
GGT_kurtosis,0.04770897863223393,0.01
Hemoglobina_min,0.04690654574977922,0.01
Linea1Carbo,0.0467476500398351,0.01
Linfocitos_kurtosis,0.04639077184893534,0.01
LDH_homogeneous,0.04494757599256175,0.01
Fosfatasa Alcalina_skewness,0.04414764299244409,0.01
Pembrolizumab,0.04388807651088559,0.01
GOT_min,0.043419960609979574,0.01
Linea1Gemcitabina,0.043174404287911375,0.01
Plaquetas_max,0.04197731413111728,0.01
LDH_skewness,0.03929222939601816,0.01
Alectinib,0.03886932345873903,0.01
missingindicator_Calcio_initial,0.03877996599548315,0.01
Alcohol,0.03834213239459515,0.01
TP (s)_std,0.03807668636367688,0.01
Bilirrubina total_homogeneous,0.03774572766157618,0.01
Glucosa_skewness,0.03670248447089798,0.01
Bilirrubina total_sum,0.03663650420348425,0.01
Urea_sum,0.03623991964054177,0.01
TTPa (s)_sum,0.03601266714879751,0.01
GOT_kurtosis,0.03593728258968266,0.01
Neutrófilos_kurtosis,0.03588429687427719,0.01
Irinotecan,0.03558793869365773,0.01
Linea1Vinorelbina,0.03555865733236189,0.01
Fosfatasa Alcalina_iqr,0.035460046839328935,0.01
Plaquetas_kurtosis,0.03545844653830766,0.01
Adenoescamoso,0.035146358880630814,0.01
NeoHEM,0.03506067260297513,0.01
LDH_sum,0.03477596260113082,0.01
Linea1Pacli,0.03440783915679555,0.01
Neutrófilos_initial,0.03401945834401962,0.01
GOT_std,0.03384557507911615,0.01
Calcio_max,0.033204185497291615,0.01
EPOCAsma,0.033130286229571,0.01
Fosfatasa Alcalina_sum,0.03286829701845443,0.01
Glucosa_median,0.03264420267004681,0.01
TTPa (s)_std,0.03220229493838321,0.01
Sodio_sum,0.031676151650007894,0.01
GGT_homogeneous,0.03161024445618191,0.01
Creatinina_min,0.03152358434297437,0.01
Plaquetas_iqr,0.03148565445029522,0.01
CAORL,0.03043120426533213,0.01
Pemetrexed,0.03000306742202114,0.01
Carboplatino,0.03000306742202114,0.01
Potasio_quartile3,0.02967925640243921,0.01
Plaquetas_std,0.029449957676365622,0.01
TP (s)_iqr,0.02890843232530577,0.01
missingindicator_TTPa (s)_initial,0.02880928401551835,0.01
Albumina_iqr,0.028801881050759353,0.01
Edad,0.028495557749043054,0.01
Bilirrubina total_max,0.028152142396140535,0.01
Leucocitos_quartile1,0.028107508098678353,0.01
Linfocitos_min,0.027970160539662257,0.01
CAneuroendocrino,0.027930009153578437,0.01
GOT_median,0.027064867408516016,0.01
Linea1Pembro,0.02696430497780153,0.01
FRA,0.026710602830167435,0.01
missingindicator_TP (s)_initial,0.026664254105165985,0.01
Creatinina_kurtosis,0.026423713470380847,0.01
