feature,importance,C_value
HONG.1,1.8117921601743723,100.0
TNMIV,0.22172046473141252,100.0
TNMCOD,0.16923084641357583,100.0
Sodio_median,0.16254220180596538,100.0
Linfocitos_median,0.14680699550051854,100.0
Linfocitos_sum,0.14312575489070342,100.0
Adenoescamoso,0.14216440297910674,100.0
Sodio_min,0.12410395667965106,100.0
GPT_min,0.12275439733090325,100.0
EnfDigest,0.12199608931158044,100.0
Vinorelbina,0.1215093206084158,100.0
Fosfatasa Alcalina_sum,0.11836773681478104,100.0
GGT_std,0.11582822588070787,100.0
Hepatopatía,0.11123913426295819,100.0
Adenocarcinoma,0.10740239851745118,100.0
Linfocitos_min,0.10638582957100703,100.0
Fosfatasa Alcalina_skewness,0.1061629816240061,100.0
QTprevia,0.10336292751020294,100.0
GOT_std,0.10313713058803005,100.0
Linea1Vinorelbina,0.10285555926497464,100.0
Radioterapia,0.10246015007174145,100.0
GGT_min,0.09811215118539747,100.0
NºLineasVO,0.09186732816101413,100.0
GGT_median,0.09114152639567985,100.0
Nivolumab,0.08924132321039838,100.0
GPT_skewness,0.0892255627710109,100.0
TTPa (s)_kurtosis,0.08614492413434592,100.0
Hemoglobina_max,0.08351148531548402,100.0
Plaquetas_std,0.08324357481288382,100.0
GGT_kurtosis,0.08243650217289364,100.0
missingindicator_GPT_initial,0.08228318525331996,100.0
Leucocitos_sum,0.08114940429641745,100.0
Cardiopatía,0.08009885384721079,100.0
Plaquetas_iqr,0.07686734816783906,100.0
FRA,0.07661629557676639,100.0
GPT_sum,0.07600731538955956,100.0
NºLineas,0.07581462057656825,100.0
Fosfatasa Alcalina_kurtosis,0.07560826646717396,100.0
Leucocitos_quartile3,0.07543164688229692,100.0
LDH_median,0.07505974826758831,100.0
Hemoglobina_std,0.07245209750293537,100.0
Linfocitos_initial,0.07095304077144046,100.0
Neutrófilos_sum,0.07079450846478091,100.0
Sodio_sum,0.07071448522897776,100.0
Bilirrubina total_homogeneous,0.07001076538684207,100.0
Linea1Pembro,0.0696079871280146,100.0
Plaquetas_kurtosis,0.06883738487024887,100.0
Bilirrubina total_median,0.06829538074696664,100.0
Neutrófilos_skewness,0.06798819358685142,100.0
Cisplatino,0.06575683506478983,100.0
Leucocitos_std,0.06551226126396148,100.0
GPT_std,0.06495434287933509,100.0
Glucosa_sum,0.06376074765677955,100.0
GOT_quartile1,0.06299251290338936,100.0
Neoplasia,0.06182422070420784,100.0
Linea1Cisplatino,0.061720789719319824,100.0
PulmonarIntersticial,0.06171349901827545,100.0
LDH_min,0.060977835394717156,100.0
Carboplatino,0.0599211725110076,100.0
Pemetrexed,0.0599211725110076,100.0
Calcio_max,0.05960521862629035,100.0
EPOCAsma,0.059356060584837375,100.0
Plaquetas_skewness,0.058827095458044,100.0
TEP,0.05843850744506291,100.0
Alcohol,0.057618362261223424,100.0
Hemoglobina_initial,0.05689371732044062,100.0
LDH_sum,0.056178033717030944,100.0
LDH_skewness,0.05586841912379009,100.0
Sodio_max,0.0556216619785109,100.0
missingindicator_TP (s)_initial,0.05525333848780196,100.0
Neutrófilos_median,0.05515881214791538,100.0
missingindicator_TTPa (s)_initial,0.054476335374633235,100.0
Albumina_sum,0.053553935727507655,100.0
Leucocitos_iqr,0.05319858883737352,100.0
Neutrófilos_quartile1,0.05314119215963966,100.0
Creatinina_iqr,0.05272228723249616,100.0
Linea1Gemcitabina,0.05243159385243606,100.0
Potasio_min,0.05236913039852887,100.0
Glucosa_iqr,0.0522694760808881,100.0
TP (s)_std,0.05221440162805553,100.0
CAneuroendocrino,0.052062128773233685,100.0
Trasplante,0.05172208692648986,100.0
Fosfatasa Alcalina_quartile3,0.05155585156921046,100.0
Creatinina_sum,0.051243926816317474,100.0
Linfocitos_quartile1,0.05114499336101629,100.0
GGT_quartile1,0.05082009670412631,100.0
Hemoglobina_quartile1,0.05063548783625112,100.0
Calcio_min,0.0505798014732129,100.0
Albumina_initial,0.050235137226184765,100.0
QTinmunosupresores,0.050230704891818995,100.0
Hemoglobina_kurtosis,0.05003355429866023,100.0
GGT_quartile3,0.04985194544562485,100.0
GPT_quartile1,0.0497439139035583,100.0
Albumina_max,0.0491946876933339,100.0
Potasio_skewness,0.048423361678968234,100.0
Calcio_std,0.048314548406748384,100.0
Bilirrubina total_initial,0.04828005408980487,100.0
DM,0.04780235183598571,100.0
TTPa (s)_std,0.04756768957807804,100.0
Gemcitabina,0.047179169396684234,100.0
Durvalumab,0.04690327668147878,100.0
Plaquetas_median,0.046505490645743414,100.0
ERC,0.046477106394685976,100.0
GOT_quartile3,0.04581383563481283,100.0
Paclitaxel,0.045759530073503495,100.0
TP (s)_min,0.045674082041231745,100.0
Glucosa_std,0.04533552533848834,100.0
Albumina_quartile3,0.04533201520307955,100.0
Urea_median,0.045110290986069015,100.0
Creatinina_min,0.045103035215593085,100.0
Osimertinib,0.044836864232970876,100.0
Sodio_initial,0.04481938333477228,100.0
Potasio_kurtosis,0.04479879448722623,100.0
GPT_kurtosis,0.04410103937134737,100.0
GOT_min,0.04395326814230844,100.0
CAmama,0.04393630471603835,100.0
TTPa (s)_initial,0.04381010931683625,100.0
LDH_homogeneous,0.04239981675653018,100.0
Neutrófilos_rms,0.041926715955836275,100.0
Fosfatasa Alcalina_iqr,0.04151117581790314,100.0
Atezolumab,0.04137080925469492,100.0
Pembrolizumab,0.04096365418605564,100.0
Creatinina_kurtosis,0.04081105535303111,100.0
Urea_max,0.04056466136943697,100.0
Potasio_max,0.039917912582481174,100.0
Hemoglobina_skewness,0.039536539332831175,100.0
Neutrófilos_min,0.03931124177707218,100.0
Bilirrubina total_min,0.039285380737829896,100.0
Linea1Atezo,0.039170914472964065,100.0
Creatinina_rms,0.039161562570730536,100.0
Urea_skewness,0.03885201708216277,100.0
Plaquetas_initial,0.03849562490484995,100.0
missingindicator_Bilirrubina total_initial,0.038160855093233526,100.0
Creatinina_median,0.03689490883416807,100.0
Sodio_rms,0.03681764093290039,100.0
Leucocitos_initial,0.03673776767226281,100.0
EnfNRL,0.036364024181869584,100.0
GGT_max,0.03578544445218889,100.0
Urea_quartile1,0.03534710913846793,100.0
Neutrófilos_std,0.03526824408789914,100.0
Crizotinib,0.03499313595178217,100.0
Sodio_mean,0.034887609966471965,100.0
Urea_std,0.034847306356135456,100.0
GPT_homogeneous,0.034808746456946725,100.0
TP (s)_homogeneous,0.03389049421272596,100.0
Leucocitos_mean,0.03386733156662718,100.0
GOT_skewness,0.03386692341110905,100.0
TP (s)_skewness,0.03386025034842876,100.0
LDH_kurtosis,0.03380224984884161,100.0
CelPeq,0.03372464412972136,100.0
Fosfatasa Alcalina_homogeneous,0.033168720170391935,100.0
Linea1Beva,0.033141090297382485,100.0
NeoHEM,0.03312401973926533,100.0
CAORL,0.03303969898779308,100.0
Neutrófilos_initial,0.03301907069476951,100.0
TTPa (s)_homogeneous,0.032888253756458916,100.0
Plaquetas_max,0.03285390113018826,100.0
GGT_skewness,0.03271952843948972,100.0
GOT_median,0.03260030701025435,100.0
Fosfatasa Alcalina_quartile1,0.03238397227430827,100.0
Urea_quartile3,0.032333589990679444,100.0
Fosfatasa Alcalina_std,0.03227757583841785,100.0
TTPa (s)_mean,0.03223470188383492,100.0
GGT_sum,0.03190605840316887,100.0
OtrosFarmacos,0.03177833089142243,100.0
Linea1Pemetrexed,0.03170099278941086,100.0
Creatinina_quartile3,0.031667912659170065,100.0
LDH_mean,0.031597331397245354,100.0
Linea1Nivo,0.031591268040565314,100.0
GPT_mean,0.031295475609461366,100.0
Fosfatasa Alcalina_mean,0.031175794135928317,100.0
CAurinario,0.030458400476624434,100.0
Glucosa_quartile1,0.030177235019600974,100.0
Bevacizumab,0.030129295401057635,100.0
TTPa (s)_max,0.030099292963697368,100.0
Urea_mean,0.029704087262990814,100.0
Potasio_homogeneous,0.02964493900441957,100.0
LDH_initial,0.029365799168264498,100.0
Hemoglobina_median,0.029299813173606484,100.0
missingindicator_Albumina_initial,0.029277848971339608,100.0
Potasio_initial,0.029125382265227734,100.0
Urea_rms,0.028957698453721654,100.0
TTPa (s)_sum,0.02888522199013267,100.0
Fosfatasa Alcalina_rms,0.028857366619338107,100.0
HistOtros,0.02848991901769063,100.0
Sodio_quartile3,0.02839146338646536,100.0
Creatinina_skewness,0.028260047653665774,100.0
Linfocitos_max,0.028170030575115374,100.0
missingindicator_Calcio_initial,0.027798970483342757,100.0
missingindicator_Urea_initial,0.02773756615811893,100.0
Albumina_homogeneous,0.027586699025598488,100.0
Albumina_min,0.027569979791236706,100.0
LDH_quartile3,0.027477735821038966,100.0
GPT_quartile3,0.0274699332237748,100.0
missingindicator_TNMIV,0.027249959911764557,100.0
GOT_initial,0.026965911412803086,100.0
Potasio_iqr,0.026858665664844437,100.0
AIT,0.026633682916224408,100.0
GGT_initial,0.026389903627004226,100.0
Linea1Carbo,0.026204545532399405,100.0
Calcio_sum,0.025916806641375047,100.0
Bilirrubina total_max,0.025905643069387637,100.0
Albumina_median,0.025819911744392188,100.0
TP (s)_initial,0.025561881140106896,100.0
GOT_mean,0.025386312941668217,100.0
DosisRT,0.025236241217272193,100.0
GOT_homogeneous,0.025016732956326747,100.0
Hemoglobina_quartile3,0.024979023415848872,100.0
Fosfatasa Alcalina_median,0.0244910473489329,100.0
Leucocitos_median,0.02439321875509194,100.0
missingindicator_GPT_skewness,0.02424877973989484,100.0
missingindicator_GPT_std,0.02424877973989484,100.0
missingindicator_GPT_mean,0.02424877973989484,100.0
missingindicator_GPT_quartile3,0.02424877973989484,100.0
missingindicator_GPT_iqr,0.02424877973989484,100.0
missingindicator_GPT_rms,0.02424877973989484,100.0
missingindicator_GPT_quartile1,0.02424877973989484,100.0
missingindicator_GPT_kurtosis,0.02424877973989484,100.0
missingindicator_GPT_median,0.02424877973989484,100.0
missingindicator_GPT_min,0.02424877973989484,100.0
missingindicator_GPT_max,0.02424877973989484,100.0
missingindicator_GPT_sum,0.02424877973989484,100.0
missingindicator_GGT_initial,0.02421663523106989,100.0
LDH_quartile1,0.024070502866395293,100.0
Creatinina_mean,0.023920489729408616,100.0
Edad,0.023182054279661295,100.0
TTPa (s)_rms,0.023154142804578757,100.0
Urea_kurtosis,0.02315000329536585,100.0
Potasio_median,0.02312475868917473,100.0
