feature,importance,C_value
Bone Mass (BM),0.6575685208839429,0.1
Diabetes Mellitus (DM),0.4964121353387623,0.1
Hyperlipidemia,0.44907603867807644,0.1
Intracellular Water (ICW),0.43366876613090705,0.1
Hypothyroidism,0.38741510053697703,0.1
Vitamin D,0.3732765425355059,0.1
Extracellular Fluid/Total Body Water (ECF/TBW),0.3507577362884107,0.1
Gender,0.27970548818879126,0.1
Total Body Fat Ratio (TBFR) (%),0.2725118093606101,0.1
Body Protein Content (Protein) (%),0.24879176016851826,0.1
Hepatic Fat Accumulation (HFA),0.23488172099369117,0.1
Total Fat Content (TFC),0.21332955585065136,0.1
Height,0.19191827182739185,0.1
Muscle Mass (MM),0.17764149259682166,0.1
Coronary Artery Disease (CAD),0.17704904737539368,0.1
Lean Mass (LM) (%),0.17491141600569377,0.1
Hemoglobin (HGB),0.13746329113460865,0.1
Visceral Fat Area (VFA),0.13005005068884076,0.1
Total Cholesterol (TC),0.12724763420197494,0.1
Age,0.12355334074289184,0.1
Visceral Fat Rating (VFR),0.11411465708348621,0.1
Visceral Muscle Area (VMA) (Kg),0.10904637638099626,0.1
Aspartat Aminotransferaz (AST),0.10762696872081429,0.1
Triglyceride,0.09236592189541117,0.1
High Density Lipoprotein (HDL),0.08473094512070382,0.1
Extracellular Water (ECW),0.0731518609218064,0.1
Weight,0.07165084239897124,0.1
Low Density Lipoprotein (LDL),0.06927025037062512,0.1
Total Body Water (TBW),0.0564814430002752,0.1
Alkaline Phosphatase (ALP),0.035541509192454995,0.1
Comorbidity,0.023549052798184943,0.1
Glucose,0.02338105081908924,0.1
Body Mass Index (BMI),0.008847536882261572,0.1
Alanin Aminotransferaz (ALT),0.0050715428485824145,0.1
Obesity (%),0.0022804862980022656,0.1
C-Reactive Protein (CRP),0.0014623784411351452,0.1
Creatinine,0.00027330702160939367,0.1
Glomerular Filtration Rate (GFR),0.00015697993521864272,0.1
