feature,importance,C_value
Bone Mass (BM),0.6026915585661465,0.1
Hyperlipidemia,0.45723751475562047,0.1
Vitamin D,0.4558935057416433,0.1
Intracellular Water (ICW),0.41929056230531886,0.1
Diabetes Mellitus (DM),0.41560317916011325,0.1
Extracellular Fluid/Total Body Water (ECF/TBW),0.40597240305434845,0.1
Gender,0.32232652102145554,0.1
Coronary Artery Disease (CAD),0.283846229157549,0.1
Total Fat Content (TFC),0.27521496846810606,0.1
Hypothyroidism,0.26964564852875617,0.1
Height,0.24676453069921706,0.1
Body Protein Content (Protein) (%),0.24473230073805768,0.1
Total Body Fat Ratio (TBFR) (%),0.23814296835763035,0.1
Visceral Fat Area (VFA),0.21408406191024368,0.1
Muscle Mass (MM),0.20654780144929408,0.1
Hepatic Fat Accumulation (HFA),0.19304950505496482,0.1
Age,0.1759165151644272,0.1
Hemoglobin (HGB),0.15261493379773033,0.1
High Density Lipoprotein (HDL),0.13481935081609292,0.1
Aspartat Aminotransferaz (AST),0.128950471775002,0.1
Lean Mass (LM) (%),0.12173140347123569,0.1
Visceral Fat Rating (VFR),0.11766705837427238,0.1
Alanin Aminotransferaz (ALT),0.11589023813206673,0.1
Total Cholesterol (TC),0.10423913440314801,0.1
Triglyceride,0.09597543141314147,0.1
Visceral Muscle Area (VMA) (Kg),0.08233563135592596,0.1
Extracellular Water (ECW),0.07884432949970643,0.1
Low Density Lipoprotein (LDL),0.07390027571760702,0.1
Alkaline Phosphatase (ALP),0.061438826147030806,0.1
Body Mass Index (BMI),0.05099014011725461,0.1
Total Body Water (TBW),0.05098406661064967,0.1
Weight,0.025996263137544773,0.1
Glucose,0.023794473446746928,0.1
Comorbidity,0.002192892258241582,0.1
Obesity (%),0.0017396706592205987,0.1
C-Reactive Protein (CRP),0.0007332454891081218,0.1
Glomerular Filtration Rate (GFR),0.00018113094406402262,0.1
Creatinine,3.5066985363903244e-05,0.1
