feature,importance,C_value
Bone Mass (BM),0.6005653995689337,0.1
Hyperlipidemia,0.5137566445306653,0.1
Diabetes Mellitus (DM),0.4941682677818764,0.1
Vitamin D,0.37760745910028876,0.1
Intracellular Water (ICW),0.36420764125683086,0.1
Hypothyroidism,0.35419123558120685,0.1
Coronary Artery Disease (CAD),0.35161435735554486,0.1
Extracellular Fluid/Total Body Water (ECF/TBW),0.34875644231042796,0.1
Gender,0.33769531732027297,0.1
Total Body Fat Ratio (TBFR) (%),0.2463482962087797,0.1
Hepatic Fat Accumulation (HFA),0.2384680267480493,0.1
Total Fat Content (TFC),0.23685487358949828,0.1
Height,0.20668398707221622,0.1
High Density Lipoprotein (HDL),0.20040947957465052,0.1
Lean Mass (LM) (%),0.18761247223815733,0.1
Body Protein Content (Protein) (%),0.17912881847634102,0.1
Muscle Mass (MM),0.17789392355129016,0.1
Visceral Fat Area (VFA),0.14620948437980147,0.1
Visceral Muscle Area (VMA) (Kg),0.13506327277896718,0.1
Hemoglobin (HGB),0.13263695315139976,0.1
Aspartat Aminotransferaz (AST),0.13045206974050408,0.1
Extracellular Water (ECW),0.12587812703754162,0.1
Total Cholesterol (TC),0.12263477060897271,0.1
Alanin Aminotransferaz (ALT),0.12216766119726004,0.1
Triglyceride,0.10163380739082753,0.1
Alkaline Phosphatase (ALP),0.07525988608088388,0.1
Low Density Lipoprotein (LDL),0.0640623011394285,0.1
Comorbidity,0.05282856285430368,0.1
Body Mass Index (BMI),0.04928492264201043,0.1
Weight,0.0481272440890456,0.1
Visceral Fat Rating (VFR),0.024749259114957876,0.1
Age,0.023218032336047013,0.1
Glucose,0.01850024564269772,0.1
Total Body Water (TBW),0.003317541264416443,0.1
Obesity (%),0.00289667849053577,0.1
C-Reactive Protein (CRP),0.001260414202843351,0.1
Glomerular Filtration Rate (GFR),0.00015689829974561363,0.1
Creatinine,6.580315872911648e-07,0.1
