index,feature,importance
140,fr_aniline,0.017257742829764677
42,MinPartialCharge,0.015474947355734524
36,MaxAbsPartialCharge,0.014841486377908074
89,SlogP_VSA10,0.013835102837083014
114,fr_ArN,0.01130887143708511
69,PEOE_VSA2,0.010996313847876462
127,fr_NH1,0.010401192109643685
121,fr_C_O,0.009856800361018549
14,EState_VSA1,0.00966978227868406
175,fr_para_hydroxylation,0.00939365175022262
128,fr_NH2,0.009365474713083173
0,BalabanJ,0.009275097819576457
46,NHOHCount,0.009271520321858186
156,fr_hdrzine,0.009172252555874102
75,PEOE_VSA8,0.008920635500372684
96,SlogP_VSA6,0.00891139776394441
55,NumHDonors,0.008754790011766586
53,NumAromaticRings,0.008726949237524474
73,PEOE_VSA6,0.008617336261717278
182,fr_priamide,0.008558349955486487
77,RingCount,0.008249525344931037
98,SlogP_VSA8,0.007940037237244329
39,MinAbsEStateIndex,0.007923443379877344
76,PEOE_VSA9,0.007906682266654575
79,SMR_VSA10,0.007893531822338661
15,EState_VSA10,0.007872591183117745
163,fr_ketone_Topliss,0.00786748595162217
85,SMR_VSA7,0.007837592812472777
100,TPSA,0.007792820649679042
147,fr_bicyclic,0.007780224113866123
34,LabuteASA,0.007741972132818085
63,PEOE_VSA1,0.0076960839777482125
81,SMR_VSA3,0.007693278317936917
138,fr_amide,0.007692731486010041
95,SlogP_VSA5,0.007643079074534883
17,EState_VSA2,0.007621769939404865
94,SlogP_VSA4,0.007617101619869283
113,fr_Al_OH_noTert,0.0075699006297023745
78,SMR_VSA1,0.007535418573728739
38,MaxPartialCharge,0.007521801707774212
84,SMR_VSA6,0.007421177887509
145,fr_benzene,0.007411044629198236
50,NumAliphaticRings,0.007404188393060381
51,NumAromaticCarbocycles,0.007394481799390376
41,MinEStateIndex,0.007324561773240479
1,BertzCT,0.007324539546876304
74,PEOE_VSA7,0.007318770386620354
112,fr_Al_OH,0.007307468289407111
40,MinAbsPartialCharge,0.007305138313465465
22,EState_VSA7,0.007216941960534761
37,MaxEStateIndex,0.007215735779698653
35,MaxAbsEStateIndex,0.007139221998421632
92,SlogP_VSA2,0.007131051267411968
13,Chi4v,0.0071002950158792185
64,PEOE_VSA10,0.007050263922325587
43,MolLogP,0.007049762181619811
24,EState_VSA9,0.007026604931507851
27,HallKierAlpha,0.007021065071059479
82,SMR_VSA4,0.007006498624240101
19,EState_VSA4,0.006985876533915861
122,fr_C_O_noCOO,0.006961012035226327
21,EState_VSA6,0.006854743362214294
20,EState_VSA5,0.006808272681697374
58,NumRotatableBonds,0.006800298188466332
26,FractionCSP3,0.006782704389472856
12,Chi4n,0.006758297687487646
83,SMR_VSA5,0.0066909580362467
110,VSA_EState9,0.006647973693588148
126,fr_NH0,0.006634560275117098
30,Ipc,0.006622940207057434
23,EState_VSA8,0.006622510061752902
18,EState_VSA3,0.006611492357657886
88,SlogP_VSA1,0.006577444328773006
47,NOCount,0.006564426072689511
109,VSA_EState8,0.0065579667014743544
93,SlogP_VSA3,0.006557104654403518
68,PEOE_VSA14,0.006461220756194966
32,Kappa2,0.006449718539894481
56,NumHeteroatoms,0.006449010187930437
111,fr_Al_COO,0.00639538677870304
